TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,WP,OPR,OPRm,OPR-,OPRm-,OPRA,OPRmA,OPRB,OPRmB,OPRT,OPRmT,OPRE,OPRmE,OPRP,OPRmP,OPRp,OPRmp,
1516resq-nycmpsuny,6460,RoboWarriors,1,8,369,209,5,FC,0.80,92.0,82.2,94.4,83.6,6.9,5.8,0.0,0.0,39.2,37.1,47.8,40.3,-1.9,-1.2,-0.5,-0.3,
1516resq-nycmpsuny,796,Wolves,2,8,332,231,5,F1,0.80,172.1,140.1,172.3,140.1,14.0,11.9,0.0,0.0,84.3,68.1,73.7,59.9,0.1,0.0,-0.2,-0.2,
1516resq-nycmpsuny,10074,Einstein's Chickens,3,8,294,214,5,SC,0.80,30.6,43.5,30.9,43.7,10.9,9.7,0.0,0.0,18.7,28.4,1.0,5.3,-0.1,-0.1,-0.2,-0.2,
1516resq-nycmpsuny,4082,RoboSpartans,4,7,614,214,5,WC,0.70,153.8,125.9,153.5,125.6,0.9,1.0,0.0,0.0,155.2,127.5,-2.4,-2.9,0.0,0.0,0.3,0.1,
1516resq-nycmpsuny,10776,Alden Knights,5,6,662,209,5,SC,0.60,89.2,90.8,89.5,91.0,1.9,2.0,0.0,0.0,54.7,58.0,32.5,30.6,0.1,-0.0,-0.3,-0.2,
1516resq-nycmpsuny,6347,Geared Up,6,6,446,238,5,W1,0.60,95.8,83.3,90.9,79.5,0.8,1.0,0.0,0.0,25.8,25.1,68.4,56.5,0.9,0.5,4.0,3.2,
1516resq-nycmpsuny,8568,Spencerport Tech Rangers,7,6,443,212,5,F2,0.60,80.1,79.7,80.4,79.4,1.5,1.6,0.0,0.0,28.1,29.4,51.8,49.3,-1.2,-0.8,0.9,1.0,
1516resq-nycmpsuny,5484,EnderBot,8,6,350,167,5,S2,0.60,74.1,64.1,73.4,63.7,0.1,0.2,0.0,0.0,53.9,49.0,19.9,14.7,0.2,0.0,0.5,0.2,
1516resq-nycmpsuny,5356,Tardis,9,6,349,188,5,S1,0.60,57.5,55.1,55.6,53.7,1.2,1.2,0.0,0.0,27.1,27.8,29.0,26.0,0.1,-0.0,1.7,1.4,
1516resq-nycmpsuny,9984,JavaScouts,10,6,348,150,5,S2,0.60,49.0,45.3,50.4,46.1,2.9,2.8,0.0,0.0,31.4,30.6,15.3,12.1,-0.6,-0.3,-0.8,-0.5,
1516resq-nycmpsuny,4107,Mohon Bots,11,6,262,148,5,,0.60,50.8,42.5,51.7,43.0,4.5,3.7,0.0,0.0,25.4,24.1,21.2,14.7,-0.4,-0.2,-0.5,-0.4,
1516resq-nycmpsuny,4174,Atomic Theory,12,5,611,238,5,S1,0.50,94.0,87.1,96.3,88.5,4.7,3.9,0.0,0.0,33.6,35.5,57.1,48.4,-1.5,-0.9,-0.8,-0.5,
1516resq-nycmpsuny,7743,Lansing Bobcats,13,4,391,206,5,,0.40,75.3,70.4,72.6,68.4,0.6,1.0,0.0,0.0,43.8,43.2,28.6,24.3,2.3,1.7,0.4,0.2,
1516resq-nycmpsuny,8767,Deus ex Machina,14,4,336,144,5,,0.40,27.5,36.0,30.2,37.5,0.0,0.2,0.0,0.0,59.1,55.1,-30.0,-18.4,-1.7,-1.0,-1.0,-0.6,
1516resq-nycmpsuny,7665,TaskMasters 4-H Club,15,4,320,189,5,,0.40,61.9,59.5,57.2,55.9,-0.2,0.2,0.0,0.0,31.4,33.6,26.2,22.0,4.5,3.4,0.2,0.0,
1516resq-nycmpsuny,620,Lost Robot,16,4,299,186,5,,0.40,12.1,25.2,10.2,23.5,4.1,4.0,0.0,0.0,19.9,24.4,-12.2,-3.6,0.3,0.2,1.7,1.4,
1516resq-nycmpsuny,8806,The Dark Matter Dragons,17,4,248,151,5,,0.40,11.4,14.4,10.5,13.4,1.3,1.4,0.0,0.0,12.9,12.9,-3.8,-1.0,1.0,1.0,-0.1,-0.1,
1516resq-nycmpsuny,7012,Error 404,18,4,230,115,5,,0.40,26.6,25.7,26.7,25.8,-0.5,-0.1,0.0,0.0,38.5,33.6,-11.6,-8.1,0.3,0.2,-0.4,-0.4,
1516resq-nycmpsuny,6955,RO Bo Vines,19,4,229,107,5,,0.40,-34.7,-6.5,-34.7,-6.7,-1.8,-0.8,0.0,0.0,-12.7,4.8,-20.2,-10.7,-0.1,-0.0,0.1,0.1,
1516resq-nycmpsuny,7094,BASEMENTALISTS,20,4,215,181,5,,0.40,23.5,31.5,21.9,29.9,1.1,1.8,0.0,0.0,10.4,15.6,12.2,14.0,-0.2,-0.0,1.8,1.6,
1516resq-nycmpsuny,5485,GorillaBots,21,3,525,200,5,W2,0.30,37.7,43.9,36.6,42.7,1.5,1.6,0.0,0.0,51.9,48.9,-17.0,-7.9,1.3,1.2,-0.2,-0.1,
1516resq-nycmpsuny,7230,Atoms,22,3,376,231,5,,0.30,41.6,47.7,41.1,47.5,3.6,3.4,0.0,0.0,30.5,36.8,7.0,7.1,0.5,0.2,-0.0,-0.1,
1516resq-nycmpsuny,6996,Oncoming Storm,23,2,332,197,5,,0.20,-2.7,17.5,-1.5,18.2,0.9,1.4,0.0,0.0,5.5,17.1,-8.6,-0.9,-0.5,-0.3,-0.8,-0.5,
1516resq-nycmpsuny,8863,Precision Cut-Ups,24,2,307,116,5,,0.20,1.6,16.1,-1.3,13.9,-0.9,-0.0,0.0,0.0,34.1,35.1,-34.0,-20.9,2.4,1.8,0.5,0.3,
