TournamentMatchCode,Match,Result,Red1,Red2,Red3,Blue1,Blue2,Blue3,RTot,BTot,R1Sur,R2Sur,B1Sur,B2Sur,
1617velv-canal-cmp-Q-1,Q-1,35-80 B,12094,8038,0,12336,10015,0,35,80,false,false,false,false,
1617velv-canal-cmp-Q-2,Q-2,10-30 B,11876,4169,0,10544,11712,0,10,30,false,false,false,false,
1617velv-canal-cmp-Q-3,Q-3,50-70 B,10325,5009,0,11352,9555,0,50,70,false,false,false,false,
1617velv-canal-cmp-Q-4,Q-4,10-35 B,11836,8287,0,11639,12204,0,10,35,false,false,false,false,
1617velv-canal-cmp-Q-5,Q-5,5-85 B,12137,10036,0,3491,8289,0,5,85,false,false,false,false,
1617velv-canal-cmp-Q-6,Q-6,25-65 B,12265,11403,0,12055,11722,0,25,65,false,false,false,false,
1617velv-canal-cmp-Q-7,Q-7,70-55 R,12204,4169,0,11917,5009,0,70,55,false,false,false,false,
1617velv-canal-cmp-Q-8,Q-8,10-50 B,8289,11836,0,10325,8038,0,10,50,false,false,false,false,
1617velv-canal-cmp-Q-9,Q-9,60-20 R,10544,11639,0,12265,10036,0,60,20,false,false,false,false,
1617velv-canal-cmp-Q-10,Q-10,30-70 B,11722,11876,0,10015,11917,0,30,70,false,false,false,false,
1617velv-canal-cmp-Q-11,Q-11,105-20 R,3491,8287,0,9555,11403,0,105,20,false,false,false,false,
1617velv-canal-cmp-Q-12,Q-12,10-62 B,11712,11352,0,12094,12055,0,10,62,false,false,false,false,
1617velv-canal-cmp-Q-13,Q-13,26-51 B,12336,11639,0,12137,11876,0,26,51,false,false,false,false,
1617velv-canal-cmp-Q-14,Q-14,165-5 R,10015,3491,0,10325,12265,0,165,5,false,false,false,false,
1617velv-canal-cmp-Q-15,Q-15,85-25 R,11917,11403,0,11836,11352,0,85,25,false,false,false,false,
1617velv-canal-cmp-Q-16,Q-16,0-95 B,11712,8287,0,5009,8038,0,0,95,false,false,false,false,
1617velv-canal-cmp-Q-17,Q-17,25-20 R,12094,9555,0,10544,12137,0,25,20,false,false,false,false,
1617velv-canal-cmp-Q-18,Q-18,55-30 R,12055,4169,0,12336,8289,0,55,30,false,false,false,false,
1617velv-canal-cmp-Q-19,Q-19,0-50 B,10036,12204,0,11722,8038,0,0,50,false,false,false,false,
1617velv-canal-cmp-Q-20,Q-20,56-0 R,12094,12265,0,11876,8287,0,56,0,false,false,false,false,
1617velv-canal-cmp-Q-21,Q-21,30-60 B,12137,11352,0,10015,4169,0,30,60,false,false,false,false,
1617velv-canal-cmp-Q-22,Q-22,40-20 R,11722,9555,0,11836,11712,0,40,20,false,false,false,false,
1617velv-canal-cmp-Q-23,Q-23,120-55 R,12204,3491,0,12055,10544,0,120,55,false,false,false,false,
1617velv-canal-cmp-Q-24,Q-24,15-85 B,8289,5009,0,11639,11403,0,15,85,false,false,false,false,
1617velv-canal-cmp-Q-25,Q-25,40-27 R,10325,11917,0,10036,12336,0,40,27,false,false,false,false,
1617velv-canal-cmp-Q-26,Q-26,25-115 B,11876,8038,0,11352,3491,0,25,115,false,false,false,false,
1617velv-canal-cmp-Q-27,Q-27,40-26 R,11722,11639,0,12094,4169,0,40,26,false,false,false,false,
1617velv-canal-cmp-Q-28,Q-28,20-35 B,9555,8289,0,12204,12265,0,20,35,false,false,false,false,
1617velv-canal-cmp-Q-29,Q-29,55-20 R,12055,11917,0,12137,8287,0,55,20,false,false,false,false,
1617velv-canal-cmp-Q-30,Q-30,15-80 B,11836,10544,0,12336,5009,0,15,80,false,false,false,false,
1617velv-canal-cmp-Q-31,Q-31,50-55 B,10015,10036,0,11403,11712,0,50,55,false,false,false,false,
1617velv-canal-cmp-Q-32,Q-32,5-42 B,10325,11876,0,11722,4169,0,5,42,false,true,true,true,
1617velv-canal-cmp-SF-1-1,SF-1-1,145-20 R,3491,10015,10544,11722,11403,9555,145,20,false,false,false,false,
1617velv-canal-cmp-SF-1-2,SF-1-2,135-60 R,3491,10015,10544,11722,11403,9555,135,60,false,false,false,false,
1617velv-canal-cmp-SF-2-1,SF-2-1,55-80 B,11917,12055,11639,12204,5009,4169,55,80,false,false,false,false,
1617velv-canal-cmp-SF-2-2,SF-2-2,60-20 R,11917,12055,11639,12204,5009,4169,60,20,false,false,false,false,
1617velv-canal-cmp-SF-2-3,SF-2-3,65-35 R,11917,12055,11639,12204,5009,4169,65,35,false,false,false,false,
1617velv-canal-cmp-F-1,F-1,110-45 R,3491,10015,10544,11917,12055,11639,110,45,false,false,false,false,
1617velv-canal-cmp-F-2,F-2,55-75 B,3491,10015,10544,11917,12055,11639,55,75,false,false,false,false,
1617velv-canal-cmp-F-3,F-3,100-35 R,3491,10015,10544,11917,12055,11639,100,35,false,false,false,false,
