TournamentMatchCode,Div,MType,MNum,Red1,Red2,Red3,Blue1,Blue2,Blue3,R1DQ,R2DQ,R3DQ,R1YC,R2YC,R3YC,B1DQ,B2DQ,B3DQ,B1YC,B2YC,B3YC,R1Sur,R2Sur,R3Sur,B1Sur,B2Sur,B3Sur,Saved,RABeac,RACap,RACent,RACorn,RA0Pk,RA1Pk,BTBeac,BTCent,BTCorn,RECap,RPMin,RPMaj,RPMinRx,RPMajRx,BABeac,BACap,BACent,BACorn,BA0Pk,BA1Pk,BTBeac,BTCent,BTCorn,BECap,BPMin,BPMaj,BPMinRx,BPMajRx,
1617velv-il-hp-Q-1,1,1,1,10267,8846,0,7006,9082,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,0,true,0,0,1,0,0,1,1,0,0,0,0,1,0,true,0,0,0,0,0,1,0,0,0,1,0,0,
1617velv-il-hp-Q-2,1,1,2,10305,11392,0,5928,11486,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,0,true,0,0,0,0,4,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,2,0,0,0,0,
1617velv-il-hp-Q-3,1,1,3,10266,8873,0,11049,11163,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,0,false,0,0,0,0,2,0,3,0,0,0,0,0,0,false,0,0,0,0,2,0,0,0,0,0,0,0,
1617velv-il-hp-Q-4,1,1,4,7074,8907,0,7301,12051,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,2,true,2,0,1,0,3,5,0,0,0,0,0,0,2,false,0,0,0,0,1,3,4,0,0,0,0,0,
1617velv-il-hp-Q-5,1,1,5,10268,8728,0,11821,5072,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,1,0,0,0,0,
1617velv-il-hp-Q-6,1,1,6,6459,11931,0,7286,11049,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,0,false,1,0,0,0,1,2,0,0,0,0,0,0,0,false,0,0,0,0,1,0,1,0,0,0,0,0,
1617velv-il-hp-Q-7,1,1,7,11163,11392,0,8846,7301,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,0,false,0,0,0,0,1,0,0,0,0,0,0,0,0,false,0,0,0,0,3,2,0,0,0,0,0,0,
1617velv-il-hp-Q-8,1,1,8,5928,12051,0,10268,8873,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,2,true,0,0,1,0,0,0,0,0,0,0,0,0,0,true,0,0,0,0,4,0,0,0,0,0,0,0,
1617velv-il-hp-Q-9,1,1,9,10266,8907,0,5072,10267,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,1,false,1,0,0,0,3,4,2,0,0,0,0,0,0,true,0,0,1,3,0,0,0,1,0,0,0,0,
1617velv-il-hp-Q-10,1,1,10,11931,10305,0,8728,9082,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,0,false,1,0,0,0,3,1,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,
