TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1617velv-ilne1,7351,Dynamic Signals,1,8,171,110,5,,
1617velv-ilne1,5452,Robot to the Knee,2,8,128,80,5,,
1617velv-ilne1,10415,Warbots Red,3,8,78,110,5,,
1617velv-ilne1,10630,Warbots Gray,4,6,212,85,5,,
1617velv-ilne1,10138,Newton Busters FTC,5,6,83,75,5,,
1617velv-ilne1,11461,BOT Spot Robots,6,6,60,57,5,,
1617velv-ilne1,7458,Full Force!,7,4,120,55,5,,
1617velv-ilne1,11139,NRP RoboKnights,8,4,117,67,5,,
1617velv-ilne1,10252,Lightning Strike,9,4,116,110,5,,
1617velv-ilne1,12144,The Fractals,10,4,85,80,5,,
1617velv-ilne1,6287,Vertigo,11,4,53,100,5,,
1617velv-ilne1,3785,Beastie Bots,12,2,178,110,5,,
1617velv-ilne1,9113,Need for Speed,13,2,91,80,5,,
