TournamentMatchCode,Div,MType,MNum,Red1,Red2,Red3,Blue1,Blue2,Blue3,R1DQ,R2DQ,R3DQ,R1YC,R2YC,R3YC,B1DQ,B2DQ,B3DQ,B1YC,B2YC,B3YC,R1Sur,R2Sur,R3Sur,B1Sur,B2Sur,B3Sur,Saved,RABeac,RACap,RACent,RACorn,RA0Pk,RA1Pk,BTBeac,BTCent,BTCorn,RECap,RPMin,RPMaj,RPMinRx,RPMajRx,BABeac,BACap,BACent,BACorn,BA0Pk,BA1Pk,BTBeac,BTCent,BTCorn,BECap,BPMin,BPMaj,BPMinRx,BPMajRx,
1617velv-il-ww1-Q-1,1,1,1,10101,3640,0,9163,11772,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,0,true,0,0,0,0,0,0,0,2,0,0,0,0,0,false,0,0,0,0,1,0,5,0,0,0,0,0,
1617velv-il-ww1-Q-2,1,1,2,6596,11177,0,9189,4298,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,0,true,0,0,0,0,4,0,1,0,0,0,0,0,0,false,0,0,0,0,0,1,1,0,0,0,0,0,
1617velv-il-ww1-Q-3,1,1,3,7869,7317,0,6675,4298,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,0,false,0,0,0,0,1,0,0,0,0,0,0,0,0,true,0,0,0,0,0,0,4,0,0,0,0,0,
1617velv-il-ww1-Q-4,1,1,4,9189,9163,0,7317,11772,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,0,false,1,0,0,0,0,0,0,0,0,0,0,0,0,true,0,0,1,0,1,0,5,0,0,0,0,0,
1617velv-il-ww1-Q-5,1,1,5,6675,7869,0,6596,10101,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,0,false,0,0,0,0,1,0,1,0,1,0,0,0,0,true,0,0,0,0,2,0,1,0,0,0,1,0,
1617velv-il-ww1-Q-6,1,1,6,3640,9163,0,11177,6675,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,0,false,1,0,0,0,0,0,0,2,0,0,0,0,0,false,0,0,0,0,1,0,0,1,0,0,0,0,
1617velv-il-ww1-Q-7,1,1,7,6596,11772,0,11177,7869,0,0,0,0,false,false,false,0,0,0,false,false,false,1,0,0,0,0,0,1,0,true,1,0,1,3,3,0,7,0,0,0,0,0,0,false,0,0,0,0,0,0,1,0,0,0,0,0,
1617velv-il-ww1-Q-8,1,1,8,4298,3640,0,10101,9189,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,0,true,0,0,0,0,0,0,0,0,0,0,0,0,0,true,2,0,0,0,0,2,0,0,0,0,0,0,
1617velv-il-ww1-Q-9,1,1,9,7317,9189,0,3640,7869,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,0,false,2,0,0,0,0,2,0,0,0,0,0,0,0,true,0,0,0,0,2,0,0,1,0,0,0,0,
1617velv-il-ww1-Q-10,1,1,10,11177,10101,0,6596,7317,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,0,true,0,0,0,3,2,0,1,1,0,0,0,0,0,true,0,0,3,0,2,0,0,0,0,0,0,0,
1617velv-il-ww1-Q-11,1,1,11,11772,4298,0,6675,9163,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,0,true,0,0,0,3,0,0,4,0,0,0,1,0,0,false,0,0,0,0,0,0,1,1,1,0,0,0,
1617velv-il-ww1-Q-12,1,1,12,10101,6675,0,11177,9189,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,0,true,0,0,0,0,4,0,0,1,0,0,0,0,0,false,2,0,0,0,0,3,0,0,0,0,0,0,
1617velv-il-ww1-Q-13,1,1,13,9163,7317,0,6596,7869,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,0,false,0,0,0,0,0,0,0,1,0,0,0,0,0,true,0,0,0,0,3,0,0,0,0,0,0,0,
1617velv-il-ww1-Q-14,1,1,14,4298,6596,0,3640,11772,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,0,true,0,0,0,3,3,0,2,0,0,0,0,0,0,true,0,0,1,0,1,0,1,0,0,0,0,0,
