TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1617velv-calac1m2,4512,West Torrance Robotics,1,8,101,70,5,,
1617velv-calac1m2,5390,Vikings,2,7,117,66,5,,
1617velv-calac1m2,11770,Curiosity,3,7,116,85,5,,
1617velv-calac1m2,9324,BWS Eagles,4,6,131,80,5,,
1617velv-calac1m2,11546,BWS Eaglets,5,6,126,70,5,,
1617velv-calac1m2,7758,Panda Works,6,6,110,65,5,,
1617velv-calac1m2,10446,RoboHuskies 2.0,7,5,156,41,5,,
1617velv-calac1m2,3526,Marlbots,8,5,126,85,5,,
1617velv-calac1m2,9887,RoboVikings,9,2,165,60,5,,
1617velv-calac1m2,7296,HuskyBots,10,2,100,70,5,,
1617velv-calac1m2,542,WHS Robotics,11,2,95,60,5,,
