TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,WP,OPR,OPRm,OPR-,OPRm-,OPRA,OPRmA,OPRB,OPRmB,OPRT,OPRmT,OPRE,OPRmE,OPRP,OPRmP,OPRp,OPRmp,
1617velv-caladm1,8496,Heat It Up and Keep It Cool,1,10,295,125,5,,1.00,64.1,58.3,64.1,58.3,48.4,40.7,0.0,0.0,20.6,20.5,-4.9,-3.1,0.0,0.0,0.0,0.0,
1617velv-caladm1,25,Rock N' Roll Robots,2,8,215,115,5,,0.80,45.7,42.4,45.7,42.4,28.8,25.2,0.0,0.0,13.4,13.5,3.5,3.6,0.0,0.0,0.0,0.0,
1617velv-caladm1,9247,Chromium Robotics,3,6,260,110,5,,0.60,39.3,36.7,39.3,36.7,25.5,22.1,0.0,0.0,-3.3,0.3,17.2,14.2,0.0,0.0,0.0,0.0,
1617velv-caladm1,5942,Team Torch,4,5,285,115,5,,0.50,47.4,44.5,47.4,44.5,15.4,16.5,0.0,0.0,19.7,18.1,12.3,9.8,0.0,0.0,0.0,0.0,
1617velv-caladm1,8894,Class 7,5,5,265,110,5,,0.50,32.6,33.7,32.6,33.7,-2.7,1.9,0.0,0.0,23.9,21.4,11.4,10.3,0.0,0.0,0.0,0.0,
1617velv-caladm1,5218,Javabots,6,5,215,125,5,,0.50,26.5,28.3,26.5,28.3,10.2,13.3,0.0,0.0,19.7,17.2,-3.4,-2.3,0.0,0.0,0.0,0.0,
1617velv-caladm1,11167,Tezo Systems Robotics,7,5,205,70,5,,0.50,9.4,14.1,9.4,14.1,15.4,15.3,0.0,0.0,-4.9,-1.3,-1.0,0.0,0.0,0.0,0.0,0.0,
1617velv-caladm1,4348,RoboKnights,8,4,275,110,5,,0.40,34.2,35.0,34.2,35.0,14.3,16.9,0.0,0.0,17.8,16.2,2.1,1.7,0.0,0.0,0.0,0.0,
1617velv-caladm1,10298,Brain Stormz,9,4,250,95,5,,0.40,29.1,30.9,29.1,30.9,10.8,12.9,0.0,0.0,15.9,15.8,2.4,2.2,0.0,0.0,0.0,0.0,
1617velv-caladm1,9894,RoboLions,10,4,230,85,5,,0.40,28.6,28.6,28.6,28.6,12.6,12.9,0.0,0.0,11.9,11.0,4.1,4.6,0.0,0.0,0.0,0.0,
1617velv-caladm1,6282,Simi Valley Robotics,11,2,220,80,5,,0.20,24.8,23.9,24.8,23.9,6.1,6.6,0.0,0.0,10.0,10.1,8.7,7.1,0.0,0.0,0.0,0.0,
1617velv-caladm1,11683,RoboKnights Too,12,2,205,60,5,,0.20,6.3,11.4,6.3,11.4,8.3,8.7,0.0,0.0,8.4,9.3,-10.3,-6.7,0.0,0.0,0.0,0.0,
