TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,WP,OPR,OPRm,OPR-,OPRm-,OPRA,OPRmA,OPRB,OPRmB,OPRT,OPRmT,OPRE,OPRmE,OPRP,OPRmP,OPRp,OPRmp,
1516resq-oh-cl,6022,TBD - To Be Determined,1,10,217,199,5,WC,1.00,143.6,123.4,145.6,124.6,5.1,4.0,0.0,0.0,140.9,120.6,0.2,0.1,-2.6,-1.6,0.6,0.3,
1516resq-oh-cl,5878,RoboHawk,2,9,241,179,5,SC,0.90,24.0,28.1,28.9,31.1,-0.0,0.3,0.0,0.0,28.6,30.9,-0.6,-0.4,-4.0,-2.7,-0.9,-0.4,
1516resq-oh-cl,10237,US Robotics,3,8,201,189,5,FC,0.80,46.8,46.6,44.6,45.1,0.3,0.5,0.0,0.0,45.6,45.3,0.1,0.0,0.8,0.5,1.4,0.9,
1516resq-oh-cl,5501,USS Enterprise,4,8,193,147,5,W1,0.80,52.7,48.0,39.5,37.0,4.4,3.3,0.0,0.0,34.0,32.7,3.9,3.2,10.4,8.7,2.7,2.2,
1516resq-oh-cl,4277,OXYMORONS,5,8,181,108,5,SC,0.80,47.0,43.2,40.3,38.0,1.4,1.2,0.0,0.0,40.5,38.0,0.4,0.2,4.6,3.5,2.0,1.6,
1516resq-oh-cl,10211,Team Hercules,6,6,210,106,5,S2,0.60,22.4,25.7,19.7,22.0,-0.8,-0.4,0.0,0.0,20.7,22.7,-1.0,-0.6,3.6,3.8,-0.9,-0.3,
1516resq-oh-cl,10410,Robo-CHEC,7,6,204,173,5,,0.60,36.1,36.8,23.8,26.8,-0.1,0.0,0.0,0.0,26.2,28.9,0.3,0.1,9.7,7.5,2.6,2.4,
1516resq-oh-cl,9290,Techtonic Titans,8,6,164,96,5,F1,0.60,36.1,33.5,29.4,27.1,2.4,2.0,0.0,0.0,32.6,30.1,0.3,0.2,0.8,1.1,6.0,5.2,
1516resq-oh-cl,8120,Electric Hornets,9,6,148,70,5,S1,0.60,19.3,22.3,27.7,27.8,0.7,0.5,0.0,0.0,22.1,24.0,-0.9,-0.6,-2.6,-1.8,-5.8,-3.7,
1516resq-oh-cl,7514,HSA HAWKS,10,6,127,147,5,,0.60,43.2,38.9,35.8,32.9,-0.8,-0.3,0.0,0.0,34.5,30.8,3.8,3.1,5.7,5.1,1.7,0.8,
1516resq-oh-cl,7324,Root Access,11,5,234,155,5,S1,0.50,46.5,45.8,45.0,44.1,-1.2,-0.6,0.0,0.0,45.3,44.0,-0.6,-0.4,3.0,2.6,-1.5,-1.0,
1516resq-oh-cl,6184,MHS Tech Club,12,4,235,95,5,S2,0.40,32.1,30.7,34.7,32.2,2.9,2.3,0.0,0.0,28.7,27.9,0.1,0.1,0.5,0.3,-3.0,-1.9,
1516resq-oh-cl,8435,KnightBot,13,4,192,108,5,,0.40,36.8,35.2,36.9,35.0,-0.2,-0.0,0.0,0.0,38.0,35.5,0.0,0.0,-1.0,-0.5,0.9,0.5,
1516resq-oh-cl,5453,EngiNerds,14,4,182,199,5,,0.40,23.7,28.2,25.0,28.5,0.7,0.7,0.0,0.0,19.9,25.1,-0.1,-0.1,3.2,2.3,-4.5,-2.7,
1516resq-oh-cl,9197,the inventors,15,4,164,45,5,W2,0.40,20.9,20.5,23.7,21.8,1.0,0.7,0.0,0.0,23.4,22.0,0.3,0.2,-3.8,-2.5,1.0,1.2,
1516resq-oh-cl,9199,Dark Knights,16,4,121,58,5,,0.40,7.5,11.4,10.0,12.8,0.9,1.2,0.0,0.0,7.9,10.6,-0.8,-0.5,-0.5,0.0,-2.0,-1.5,
1516resq-oh-cl,6335,KHS Hornets,17,4,118,45,5,,0.40,1.4,5.6,-3.8,0.7,0.3,0.3,0.0,0.0,3.4,6.4,-0.2,-0.1,-2.0,-1.2,7.2,6.0,
1516resq-oh-cl,7601,Chain Saw,18,3,198,65,5,,0.30,27.6,27.2,5.6,8.9,-0.2,-0.0,0.0,0.0,19.5,20.4,0.3,0.2,8.0,6.5,14.0,11.8,
1516resq-oh-cl,5933,Legacy,19,3,60,50,5,,0.30,-8.2,-0.8,-5.4,0.8,1.5,1.1,0.0,0.0,-9.6,-2.0,-0.6,-0.4,0.5,0.4,-3.3,-2.1,
1516resq-oh-cl,1001,Hacksaw,20,2,180,83,5,F2,0.20,9.6,14.4,13.7,16.9,0.8,0.6,0.0,0.0,13.2,16.6,-0.6,-0.4,-3.9,-2.6,-0.3,-0.1,
1516resq-oh-cl,8573,Alpha-Bet,21,2,175,87,5,,0.20,18.9,20.0,10.7,13.2,-0.8,-0.7,0.0,0.0,18.9,20.0,0.2,0.1,0.6,0.3,7.6,6.4,
1516resq-oh-cl,8654,Thunderbolts,22,2,136,64,5,,0.20,13.6,16.9,8.3,11.3,1.6,1.3,0.0,0.0,5.8,10.1,-0.9,-0.6,7.0,5.8,-1.7,-0.4,
1516resq-oh-cl,6418,NDCL Robotics,23,0,190,65,5,,0.00,24.8,22.9,13.8,13.4,1.1,1.1,0.0,0.0,24.4,21.7,0.4,0.2,-1.2,-0.4,12.3,9.7,
