TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1617velv-nynycfl1,3371,Bötley Crüe,1,10,86,85,5,WC,
1617velv-nynycfl1,5163,Flying Dragon,2,10,75,65,5,FC,
1617velv-nynycfl1,3744,LREI Robotics,3,8,137,45,5,S1,
1617velv-nynycfl1,10393,Pink Droyd,4,6,136,85,5,SC,
1617velv-nynycfl1,10556,Mulan,5,6,90,60,5,SC,
1617velv-nynycfl1,11942,OctoPi,6,6,80,70,5,,
1617velv-nynycfl1,9681,Parallel Lions,7,6,77,51,5,W1,
1617velv-nynycfl1,7890,Space Lions,8,6,62,55,5,,
1617velv-nynycfl1,4995,Titanium Tigers,9,5,76,75,5,,
1617velv-nynycfl1,8201,BASE,10,5,76,65,5,,
1617velv-nynycfl1,10322,Shark Byte,11,5,61,50,5,,
1617velv-nynycfl1,4326,Basement Lions,12,4,90,40,5,F1,
1617velv-nynycfl1,8200,BASE Steel Hawks,13,4,86,45,5,,
1617velv-nynycfl1,3896,Techneetics,14,4,76,50,5,,
1617velv-nynycfl1,12282,First Tech SOF,15,4,75,70,5,,
1617velv-nynycfl1,10639,RoboKnights,16,2,100,40,5,,
1617velv-nynycfl1,8500,Luperon Team 1,17,2,92,51,5,S1,
1617velv-nynycfl1,10392,The Rolling Drones,18,2,45,30,5,,
1617velv-nynycfl1,11943,The Nighthawks,19,1,81,36,5,,
