TournamentMatchCode,Match,Result,Red0,Red1,Red2,Blue0,Blue1,Blue2,RTot,BTot,
1617velv-txamls1-Q-1,Q-1,75-50 R,3708,11090,0,5628,6272,0,75,50,
1617velv-txamls1-Q-2,Q-2,52-10 R,11918,11093,0,11404,9875,0,52,10,
1617velv-txamls1-Q-3,Q-3,80-55 R,6710,8886,0,6210,11019,0,80,55,
1617velv-txamls1-Q-4,Q-4,30-100 B,11918,9875,0,11090,6272,0,30,100,
1617velv-txamls1-Q-5,Q-5,40-55 B,5628,6210,0,11019,11093,0,40,55,
1617velv-txamls1-Q-6,Q-6,50-55 B,8886,11404,0,6710,3708,0,50,55,
1617velv-txamls1-Q-7,Q-7,61-61 T,11019,6272,0,11093,9875,0,61,61,
1617velv-txamls1-Q-8,Q-8,35-30 R,5628,8886,0,11918,6710,0,35,30,
1617velv-txamls1-Q-9,Q-9,40-70 B,6210,11090,0,3708,11404,0,40,70,
1617velv-txamls1-Q-10,Q-10,40-70 B,6272,9875,0,5628,6710,0,40,70,
1617velv-txamls1-Q-11,Q-11,35-70 B,11090,11404,0,11019,8886,0,35,70,
1617velv-txamls1-Q-12,Q-12,60-77 B,3708,11918,0,11093,6210,0,60,77,
1617velv-txamls1-Q-13,Q-13,55-95 B,5628,11404,0,8886,6272,0,55,95,
1617velv-txamls1-Q-14,Q-14,84-0 R,6710,11093,0,11918,11090,0,84,0,
1617velv-txamls1-Q-15,Q-15,25-80 B,11019,9875,0,3708,6210,0,25,80,
