TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,WP,OPR,OPRm,
1617velv-txamlc1,9048,Philobots,1,10,151,90,5,,1.00,52.5,45.5,
1617velv-txamlc1,4290,LASA High PHidelity,2,7,116,60,5,,0.70,18.4,17.9,
1617velv-txamlc1,12254,13.13.Q_B0tZ,3,7,70,50,5,,0.70,8.2,10.8,
1617velv-txamlc1,6937,Ctrl+F8,4,6,160,45,5,,0.60,13.5,15.8,
1617velv-txamlc1,8541,Blue Chargerbots,5,6,136,90,5,,0.60,26.0,25.3,
1617velv-txamlc1,9053,Psionics,6,4,130,60,5,,0.40,31.0,27.7,
1617velv-txamlc1,9793,RobotSEA,7,4,100,65,5,,0.40,21.0,20.9,
1617velv-txamlc1,5815,Disgruntled Robots,8,4,71,50,5,,0.40,9.7,10.7,
1617velv-txamlc1,5767,Rock Catz,9,3,130,90,5,,0.30,8.7,11.8,
1617velv-txamlc1,6504,Torque Omega,10,3,95,45,5,,0.30,11.0,11.1,
1617velv-txamlc1,5809,Dark Horse,11,2,65,50,6,,0.17,3.4,5.0,
