TournamentMatchCode,Match,Result,Red0,Red1,Red2,Blue0,Blue1,Blue2,RTot,BTot,
1617velv-txamlc1-Q-1,Q-1,45-35 R,6937,9048,0,9053,5767,0,45,35,
1617velv-txamlc1-Q-2,Q-2,10-40 B,5809,6504,0,8541,12254,0,10,40,
1617velv-txamlc1-Q-3,Q-3,20-25 B,9793,5815,0,4290,6937,0,20,25,
1617velv-txamlc1-Q-4,Q-4,60-5 R,4290,9053,0,5809,5767,0,60,5,
1617velv-txamlc1-Q-5,Q-5,0-40 B,8541,5815,0,12254,9793,0,0,40,
1617velv-txamlc1-Q-6,Q-6,50-35 R,9048,12254,0,6504,6937,0,50,35,
1617velv-txamlc1-Q-7,Q-7,20-45 B,5809,9793,0,9053,6504,0,20,45,
1617velv-txamlc1-Q-8,Q-8,21-90 B,4290,5815,0,9048,8541,0,21,90,
1617velv-txamlc1-Q-9,Q-9,25-25 T,5767,4290,0,6504,12254,0,25,25,
1617velv-txamlc1-Q-10,Q-10,60-90 B,8541,9793,0,9048,5767,0,60,90,
1617velv-txamlc1-Q-11,Q-11,25-40 B,9053,5809,0,6937,5815,0,25,40,
1617velv-txamlc1-Q-12,Q-12,5-50 B,5767,6504,0,5815,5809,0,5,50,
1617velv-txamlc1-Q-13,Q-13,45-50 B,9053,6937,0,8541,4290,0,45,50,
1617velv-txamlc1-Q-14,Q-14,0-65 B,12254,5809,0,9048,9793,0,0,65,
