TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,WP,OPR,OPRm,
1617velv-txamls1,11093,MegaKnytes,1,9,171,84,5,,0.90,47.9,42.5,
1617velv-txamls1,8886,Saber Robotics,2,8,225,95,5,,0.80,38.8,36.6,
1617velv-txamls1,3708,Iron Eagles Optimus,3,8,225,80,5,,0.80,47.3,42.6,
1617velv-txamls1,6710,Sigmas,4,8,175,84,5,,0.80,33.0,32.8,
1617velv-txamls1,6272,Iron Eagles Prime,5,5,236,100,5,,0.50,49.0,43.9,
1617velv-txamls1,11019,RRock^3,6,5,216,70,5,,0.50,19.3,22.0,
1617velv-txamls1,6210,ViperBots Stryke,7,4,220,80,5,,0.40,28.0,28.3,
1617velv-txamls1,5628,The Tau Manifesto,8,4,215,70,5,,0.40,16.6,19.3,
1617velv-txamls1,11090,Chaos Monkeyz,9,4,155,100,5,,0.40,20.8,22.4,
1617velv-txamls1,11404,Ballistic Botz,10,2,190,70,5,,0.20,18.2,19.4,
1617velv-txamls1,11918,Grizzly Bots,11,2,130,60,5,,0.20,3.5,8.2,
1617velv-txamls1,9875,LASA MurPHy,12,1,166,61,5,,0.10,5.6,9.5,
