TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1617velv-txamlc2,9053,Psionics,1,8,120,75,5,,
1617velv-txamlc2,5815,Disgruntled Robots,2,8,101,65,5,,
1617velv-txamlc2,9048,Philobots,3,7,176,110,5,,
1617velv-txamlc2,12254,13.13.Q_B0tZ,4,6,150,95,5,,
1617velv-txamlc2,6504,Torque Omega,5,6,100,105,5,,
1617velv-txamlc2,5809,Dark Horse,6,6,96,110,5,,
1617velv-txamlc2,6937,Ctrl+F8,7,5,165,65,5,,
1617velv-txamlc2,4290,LASA High PHidelity,8,3,145,55,5,,
1617velv-txamlc2,9793,RobotSEA,9,3,130,60,5,,
1617velv-txamlc2,5767,Rock Catz,10,2,110,60,5,,
1617velv-txamlc2,8541,Blue Chargerbots,11,1,156,45,5,,
