TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,WP,OPR,OPRm,OPR-,OPRm-,OPRA,OPRmA,OPRB,OPRmB,OPRT,OPRmT,OPRE,OPRmE,OPRP,OPRmP,OPRp,OPRmp,
1617velv-txamld3,6209,ViperBots Venom,1,10,385,145,5,,1.00,89.1,78.4,80.1,71.3,25.4,23.2,0.0,0.0,24.2,22.1,32.3,26.8,7.3,6.1,1.8,0.9,
1617velv-txamld3,3781,Pi-Rho Maniacs,2,8,310,140,5,,0.80,71.7,64.6,70.9,64.3,40.9,35.8,0.0,0.0,31.5,28.9,0.4,0.5,-1.1,-0.8,1.9,0.9,
1617velv-txamld3,7079,Faltech,3,8,295,140,5,,0.80,51.9,53.0,56.5,55.8,37.2,34.9,0.0,0.0,10.1,13.2,5.2,5.2,-0.6,-0.5,-4.0,-2.4,
1617velv-txamld3,4545,ViperBots Ouroboros,4,6,365,135,5,,0.60,58.2,56.5,59.2,57.0,8.8,11.9,0.0,0.0,49.1,44.1,-0.6,-0.2,0.8,0.5,-1.8,-1.1,
1617velv-txamld3,4546,ViperBots SnakeByte,5,6,350,115,5,,0.60,36.9,37.1,39.0,38.5,24.7,22.2,0.0,0.0,20.0,19.8,-7.2,-4.6,-0.6,-0.5,-1.5,-1.0,
1617velv-txamld3,12126,Cedar Creek EagleBots,6,4,290,135,5,,0.40,34.9,34.9,35.1,35.1,22.9,20.6,0.0,0.0,15.1,16.3,-2.1,-1.5,-0.9,-0.7,0.7,0.4,
1617velv-txamld3,12237,Hyde Park High School Robotics,7,4,285,120,5,,0.40,42.5,41.1,35.0,35.1,21.6,19.7,0.0,0.0,23.9,23.2,-1.5,-1.0,-1.5,-1.0,8.9,6.9,
1617velv-txamld3,8424,E-Cubed,8,4,275,80,5,,0.40,31.0,31.1,33.5,32.7,21.2,18.3,0.0,0.0,8.2,11.1,0.7,0.9,0.9,0.5,-3.4,-2.2,
1617velv-txamld3,4027,Legacy,9,4,230,145,5,,0.40,26.3,31.7,23.3,28.1,3.6,6.8,0.0,0.0,13.1,15.4,2.2,3.1,7.5,6.2,-4.4,-2.7,
1617velv-txamld3,11503,ViperBots HyperFang,10,2,395,105,5,,0.20,39.0,41.5,39.6,41.9,14.4,15.9,0.0,0.0,20.7,21.1,5.4,5.3,-1.5,-1.0,0.8,0.5,
1617velv-txamld3,5764,Blue Sabers,11,2,285,80,5,,0.20,20.3,23.0,12.6,16.8,-8.7,-3.3,0.0,0.0,29.9,27.1,0.1,-0.1,-1.1,-0.8,8.9,6.9,
1617velv-txamld3,4798,Robuffs Dough Boys,12,2,275,120,5,,0.20,10.3,18.5,11.3,19.0,3.0,7.8,0.0,0.0,5.2,7.8,3.2,3.5,-1.1,-0.8,0.1,0.2,
