TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,WP,OPR,OPRm,OPR-,OPRm-,OPRA,OPRmA,OPRB,OPRmB,OPRT,OPRmT,OPRE,OPRmE,OPRP,OPRmP,OPRp,OPRmp,
1617velv-nyjd2,9372,Standard Model,1,10,120,130,5,WC,1.00,54.8,50.2,58.3,50.9,9.4,9.0,0.0,0.0,45.3,39.7,-0.5,-0.4,0.6,1.8,-4.1,-2.5,
1617velv-nyjd2,9371,General Relativity,2,8,145,95,5,SC,0.80,27.0,26.5,23.6,22.3,1.0,2.3,0.0,0.0,19.8,18.4,-1.7,-1.1,7.8,6.9,-4.5,-2.7,
1617velv-nyjd2,8721,Mighty Mechanics (FHRL),3,8,115,100,5,FC,0.80,51.4,42.7,32.1,27.9,17.6,14.6,0.0,0.0,24.4,20.9,-1.1,-0.8,10.5,7.9,8.8,6.9,
1617velv-nyjd2,4785,Anonymous Autonomous,4,8,45,100,5,F1,0.80,24.0,24.7,25.4,25.0,4.5,4.8,0.0,0.0,18.4,18.1,1.4,1.1,-0.2,0.6,-1.2,-0.8,
1617velv-nyjd2,6051,Quantum Mechanics,5,6,95,105,5,W1,0.60,58.0,49.5,53.2,46.4,20.1,16.7,0.0,0.0,33.7,29.6,2.1,1.7,2.1,1.5,2.7,1.5,
1617velv-nyjd2,11942,OctoPi,6,6,85,75,5,SC,0.60,10.1,13.1,4.7,9.2,-0.9,0.6,0.0,0.0,7.0,9.4,-0.0,-0.1,3.9,3.1,1.4,0.9,
1617velv-nyjd2,4784,Tetricons,7,6,75,85,5,S1,0.60,26.9,24.6,29.8,26.5,7.2,6.5,0.0,0.0,21.0,18.9,-0.3,-0.2,-0.9,-0.6,-1.9,-1.2,
1617velv-nyjd2,10675,RoboRangers,8,6,70,105,5,,0.60,18.0,19.7,21.9,21.3,3.7,4.8,0.0,0.0,16.6,15.8,-0.0,0.2,-2.3,-1.2,-1.6,-0.3,
1617velv-nyjd2,4137,IslandBots,9,4,175,80,5,S1,0.40,46.3,40.0,37.2,32.9,13.3,11.7,0.0,0.0,27.5,23.9,4.8,4.1,0.8,0.2,8.3,6.9,
1617velv-nyjd2,5718,BestAlternative,10,4,130,95,5,,0.40,31.1,28.3,-3.2,0.8,6.1,5.4,0.0,0.0,3.9,5.8,4.2,3.4,16.9,13.7,17.4,13.9,
1617velv-nyjd2,11981,YOF-Team Hidary,11,4,80,65,5,,0.40,12.3,13.9,-3.3,0.4,5.2,5.4,0.0,0.0,3.4,5.0,3.5,2.9,0.2,0.5,15.4,13.0,
1617velv-nyjd2,12178,Pandomonium,12,4,80,50,5,,0.40,-3.3,2.3,3.0,4.7,-2.1,-0.0,0.0,0.0,5.9,6.3,1.8,1.4,-8.9,-5.6,2.5,3.2,
1617velv-nyjd2,10322,Shark Byte,13,4,75,100,5,,0.40,21.7,22.8,9.1,11.7,14.6,13.3,0.0,0.0,-1.6,2.0,0.6,0.6,8.0,6.7,4.6,4.4,
1617velv-nyjd2,4783,Dynamic,14,4,55,90,5,,0.40,7.0,11.8,16.8,17.4,-0.3,2.1,0.0,0.0,10.7,11.2,2.3,1.8,-5.8,-3.4,-4.0,-2.2,
1617velv-nyjd2,9385,Team Leviathan,15,4,35,60,5,,0.40,5.4,6.9,3.3,6.0,6.4,5.4,0.0,0.0,-1.0,1.9,-1.1,-0.8,1.2,0.3,0.9,0.5,
1617velv-nyjd2,8088,Team Cephalopods,16,2,65,130,5,,0.20,23.6,21.9,-0.0,2.9,5.5,5.1,0.0,0.0,3.8,5.0,-1.3,-0.9,15.6,12.6,8.0,6.4,
1617velv-nyjd2,6496,SEP Bota-Bing Bota-Bot,17,2,65,50,5,,0.20,-3.4,1.5,-0.8,3.0,-1.6,0.1,0.0,0.0,-1.0,1.7,-1.0,-0.7,0.2,0.3,-2.8,-1.8,
1617velv-nyjd2,11184,Obsidian Fortress,18,2,60,95,5,,0.20,6.6,9.5,7.2,9.3,6.8,6.8,0.0,0.0,0.4,2.6,-0.4,-0.3,-0.2,0.3,-0.4,-0.1,
1617velv-nyjd2,4995,Titanium Tigers,19,2,60,80,5,,0.20,-7.5,-0.0,10.8,11.4,0.7,2.3,0.0,0.0,0.7,2.8,0.7,0.7,-9.5,-5.9,-8.8,-5.5,
