TournamentMatchCode,Match,Result,Red0,Red1,Red2,Blue0,Blue1,Blue2,RTot,BTot,
1617velv-okbk-Q-1,Q-1,50-30 R,5553,6238,0,4155,8638,0,50,30,
1617velv-okbk-Q-2,Q-2,76-25 R,6144,9898,0,9847,9838,0,76,25,
1617velv-okbk-Q-3,Q-3,115-6 R,3670,4378,0,11485,7366,0,115,6,
1617velv-okbk-Q-4,Q-4,35-35 T,6735,8638,0,5044,6144,0,35,35,
1617velv-okbk-Q-5,Q-5,40-10 R,9838,6238,0,7366,4378,0,40,10,
1617velv-okbk-Q-6,Q-6,60-40 R,11485,4155,0,5044,9898,0,60,40,
1617velv-okbk-Q-7,Q-7,80-30 R,9847,5553,0,6735,3670,0,80,30,
1617velv-okbk-Q-8,Q-8,22-75 B,4155,7366,0,11485,6144,0,22,75,
1617velv-okbk-Q-9,Q-9,105-90 R,5044,9847,0,5553,4378,0,105,90,
1617velv-okbk-Q-10,Q-10,45-47 B,6238,3670,0,9898,6735,0,45,47,
1617velv-okbk-Q-11,Q-11,42-65 B,9838,7366,0,8638,9847,0,42,65,
1617velv-okbk-Q-12,Q-12,30-30 T,5553,11485,0,6238,6144,0,30,30,
1617velv-okbk-Q-13,Q-13,55-55 T,4155,5044,0,9838,3670,0,55,55,
1617velv-okbk-Q-14,Q-14,53-120 B,8638,9898,0,6735,4378,0,53,120,
1617velv-okbk-Q-15,Q-15,60-70 B,6144,9847,0,6238,4155,0,60,70,
1617velv-okbk-Q-16,Q-16,40-20 R,11485,3670,0,8638,9838,0,40,20,
1617velv-okbk-Q-17,Q-17,84-20 R,7366,9898,0,5044,5553,0,84,20,
1617velv-okbk-Q-18,Q-18,25-115 B,6735,4155,0,4378,11485,0,25,115,
1617velv-okbk-SF-1-1,SF-1-1,80-90 B,6238,9847,0,6144,4155,0,80,90,
1617velv-okbk-SF-2-1,SF-2-1,46-135 B,11485,9898,0,4378,6735,0,46,135,
1617velv-okbk-SF-1-2,SF-1-2,45-60 B,6238,9847,0,6144,4155,0,45,60,
1617velv-okbk-SF-2-2,SF-2-2,32-110 B,11485,9898,0,4378,6735,0,32,110,
1617velv-okbk-F-1,F-1,80-35 R,6144,4155,0,4378,6735,0,80,35,
1617velv-okbk-F-2,F-2,90-55 R,6144,4155,0,4378,6735,0,90,55,
