TournamentMatchCode,Match,Result,Red0,Red1,Red2,Blue0,Blue1,Blue2,RTot,BTot,
1617velv-okgc-Q-1,Q-1,55-8 R,10094,6780,0,11348,11491,0,55,8,
1617velv-okgc-Q-2,Q-2,10-70 B,12066,5967,0,7452,7172,0,10,70,
1617velv-okgc-Q-3,Q-3,25-40 B,10312,4224,0,11179,5179,0,25,40,
1617velv-okgc-Q-4,Q-4,80-20 R,10641,10094,0,6780,12066,0,80,20,
1617velv-okgc-Q-5,Q-5,26-60 B,5179,11491,0,5967,4224,0,26,60,
1617velv-okgc-Q-6,Q-6,45-10 R,7172,11179,0,10641,7452,0,45,10,
1617velv-okgc-Q-7,Q-7,10-0 R,11348,12066,0,10312,5179,0,10,0,
1617velv-okgc-Q-8,Q-8,40-40 T,7172,10094,0,10641,5967,0,40,40,
1617velv-okgc-Q-9,Q-9,50-30 R,4224,7452,0,6780,10312,0,50,30,
1617velv-okgc-Q-10,Q-10,12-40 B,11491,12066,0,11179,11348,0,12,40,
1617velv-okgc-Q-11,Q-11,75-55 R,4224,5179,0,10094,7452,0,75,55,
1617velv-okgc-Q-12,Q-12,100-22 R,10641,7172,0,10312,11491,0,100,22,
1617velv-okgc-Q-13,Q-13,0-40 B,11179,5967,0,11348,6780,0,0,40,
1617velv-okgc-Q-14,Q-14,20-56 B,7452,5179,0,10641,11491,0,20,56,
1617velv-okgc-Q-15,Q-15,40-75 B,4224,6780,0,7172,12066,0,40,75,
1617velv-okgc-Q-16,Q-16,40-10 R,11179,10312,0,5967,10094,0,40,10,
1617velv-okgc-Q-17,Q-17,65-120 B,11348,10641,0,7172,4224,0,65,120,
1617velv-okgc-SF-1-1,SF-1-1,60-10 R,7172,10641,0,11348,5179,0,60,10,
1617velv-okgc-SF-1-2,SF-1-2,115-10 R,7172,10641,0,11348,5179,0,115,10,
1617velv-okgc-SF-2-1,SF-2-1,40-50 B,11179,10094,0,4224,6780,0,40,50,
1617velv-okgc-SF-2-2,SF-2-2,20-125 B,11179,10094,0,4224,6780,0,20,125,
1617velv-okgc-F-1,F-1,70-95 B,7172,10641,0,4224,6780,0,70,95,
1617velv-okgc-F-2,F-2,70-85 B,7172,10641,0,4224,6780,0,70,85,
