TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,WP,OPR,OPRm,
1617velv-okbk,6238,Pixel Blue,1,7,175,70,5,SC,0.70,26.1,25.0,
1617velv-okbk,11485,Wyldcats,2,7,121,115,5,SC,0.70,28.1,27.2,
1617velv-okbk,9847,MeteorBots,3,6,247,105,5,S1,0.60,51.6,44.5,
1617velv-okbk,4378,Black Box Robotics,4,6,184,120,5,FC,0.60,75.0,63.6,
1617velv-okbk,9898,Walking Biomed,5,6,183,84,5,S1,0.60,49.0,40.9,
1617velv-okbk,6144,Pixel Red,6,6,172,76,5,WC,0.60,20.6,23.9,
1617velv-okbk,4155,Rougher Robo Royalty,7,5,210,70,5,W1,0.50,28.9,25.6,
1617velv-okbk,5553,RoboComets,8,5,200,90,5,,0.50,14.2,19.1,
1617velv-okbk,6735,Team Medusa,9,5,188,120,5,F1,0.50,14.0,18.7,
1617velv-okbk,3670,Metal Mustangs,10,5,156,115,5,,0.50,25.3,26.8,
1617velv-okbk,5044,Pirates,11,4,240,105,5,,0.40,18.2,21.2,
1617velv-okbk,8638,tadpole,12,3,180,65,5,,0.30,8.9,13.9,
1617velv-okbk,9838,elopdat,13,3,152,55,5,,0.30,15.3,15.8,
1617velv-okbk,7366,The Lab Rats,14,2,100,84,5,,0.20,-6.4,2.8,
