TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1617velv-okbk,6238,Pixel Blue,1,7,175,70,5,SC,
1617velv-okbk,11485,Wyldcats,2,7,121,115,5,SC,
1617velv-okbk,9847,MeteorBots,3,6,247,105,5,S1,
1617velv-okbk,4378,Black Box Robotics,4,6,184,120,5,FC,
1617velv-okbk,9898,Walking Biomed,5,6,183,84,5,S1,
1617velv-okbk,6144,Pixel Red,6,6,172,76,5,WC,
1617velv-okbk,4155,Rougher Robo Royalty,7,5,210,70,5,W1,
1617velv-okbk,5553,RoboComets,8,5,200,90,5,,
1617velv-okbk,6735,Team Medusa,9,5,188,120,5,F1,
1617velv-okbk,3670,Metal Mustangs,10,5,156,115,5,,
1617velv-okbk,5044,Pirates,11,4,240,105,5,,
1617velv-okbk,8638,tadpole,12,3,180,65,5,,
1617velv-okbk,9838,elopdat,13,3,152,55,5,,
1617velv-okbk,7366,The Lab Rats,14,2,100,84,5,,
