TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,WP,OPR,OPRm,
1617velv-flrio1,9930,Robo-Knights,1,12,165,90,6,,1.00,27.9,26.8,
1617velv-flrio1,9779,PIEaters,2,12,151,130,6,,1.00,64.1,57.6,
1617velv-flrio1,7826,Mini-Moose,3,10,144,130,6,,0.83,60.9,55.2,
1617velv-flrio1,10650,HazMat Robotics Biohazards,4,8,183,115,6,,0.67,47.8,42.3,
1617velv-flrio1,11427,B^2,5,8,103,95,6,,0.67,22.6,22.2,
1617velv-flrio1,9277,HazMat Robotics Explosives,6,8,90,60,6,,0.67,28.2,26.0,
1617velv-flrio1,10050,Raccoon Robotics,7,6,149,90,6,,0.50,19.5,20.5,
1617velv-flrio1,3939,Bolts of Steel,8,6,137,75,6,,0.50,19.2,20.1,
1617velv-flrio1,9444,FLA Tech 2.0,9,6,84,60,6,,0.50,5.7,7.7,
1617velv-flrio1,6327,Fetch,10,6,79,100,6,,0.50,14.9,16.3,
1617velv-flrio1,12273,Toxic Fire,11,4,195,60,6,,0.33,15.5,16.9,
1617velv-flrio1,5937,Renaissance Robotics,12,4,156,55,6,,0.33,17.1,17.6,
1617velv-flrio1,11020,Terminators,13,4,98,81,6,,0.33,3.9,6.8,
1617velv-flrio1,10980,Cookiebytes,14,4,92,115,6,,0.33,25.2,24.5,
1617velv-flrio1,8614,Olympia Robotic Titan,15,4,15,60,6,,0.33,0.5,2.9,
1617velv-flrio1,6090,Rock Star Robotics,16,2,90,110,6,,0.17,-0.3,3.3,
1617velv-flrio1,9442,Robo Royalty,17,2,67,29,6,,0.17,0.8,2.7,
1617velv-flrio1,8601,Godly Gears,18,2,62,55,6,,0.17,-7.2,-3.3,
