TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,WP,OPR,OPRm,
1617velv-flpbl22,450,Children of the Swamp,1,10,125,85,5,,1.00,43.0,37.7,
1617velv-flpbl22,7509,Blazer Robotics,2,10,120,100,5,,1.00,39.9,37.3,
1617velv-flpbl22,11796,TechGarage 1,3,10,100,100,5,,1.00,57.4,49.3,
1617velv-flpbl22,6364,Pulsatrix,4,8,159,155,5,,0.80,47.4,42.0,
1617velv-flpbl22,5257,Eagles Robotics Xperience,5,8,135,155,5,,0.80,75.0,63.7,
1617velv-flpbl22,10200,Ninoxide,6,8,118,75,5,,0.80,15.8,20.8,
1617velv-flpbl22,10743,TechGarage 3,7,6,115,60,5,,0.60,8.6,11.9,
1617velv-flpbl22,11799,Blazers Robotics 2,8,6,110,120,5,,0.60,6.6,12.2,
1617velv-flpbl22,9207,Skynet,9,5,85,85,5,,0.50,8.4,12.4,
1617velv-flpbl22,10206,360 Degrees,10,5,76,50,5,,0.50,3.4,7.2,
1617velv-flpbl22,8844,Skeleton Albifacies,11,5,68,81,5,,0.50,11.9,16.5,
1617velv-flpbl22,10688,ATL Eagles Robotics,12,4,75,75,5,,0.40,12.8,15.0,
1617velv-flpbl22,11551,Robot Matrix,13,3,148,55,5,,0.30,14.9,15.9,
1617velv-flpbl22,7625,Otus,14,3,130,75,6,,0.25,22.5,19.4,
1617velv-flpbl22,5158,T.I.T.A.N.S.,15,2,96,71,5,,0.20,11.8,14.0,
1617velv-flpbl22,8551,Relentless Robotics,16,1,136,36,5,,0.10,17.9,16.4,
1617velv-flpbl22,10744,TechGarage 4,17,1,110,35,5,,0.10,2.2,5.4,
1617velv-flpbl22,6568,Jedi Knights,18,1,80,35,5,,0.10,4.4,5.8,
1617velv-flpbl22,9498,Robo Warriors,19,0,90,35,5,,0.00,9.9,10.2,
