TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1617velv-flrio1,9930,Robo-Knights,1,12,165,90,6,,
1617velv-flrio1,9779,PIEaters,2,12,151,130,6,,
1617velv-flrio1,7826,Mini-Moose,3,10,144,130,6,,
1617velv-flrio1,10650,HazMat Robotics Biohazards,4,8,183,115,6,,
1617velv-flrio1,11427,B^2,5,8,103,95,6,,
1617velv-flrio1,9277,HazMat Robotics Explosives,6,8,90,60,6,,
1617velv-flrio1,10050,Raccoon Robotics,7,6,149,90,6,,
1617velv-flrio1,3939,Bolts of Steel,8,6,137,75,6,,
1617velv-flrio1,9444,FLA Tech 2.0,9,6,84,60,6,,
1617velv-flrio1,6327,Fetch,10,6,79,100,6,,
1617velv-flrio1,12273,Toxic Fire,11,4,195,60,6,,
1617velv-flrio1,5937,Renaissance Robotics,12,4,156,55,6,,
1617velv-flrio1,11020,Terminators,13,4,98,81,6,,
1617velv-flrio1,10980,Cookiebytes,14,4,92,115,6,,
1617velv-flrio1,8614,Olympia Robotic Titan,15,4,15,60,6,,
1617velv-flrio1,6090,Rock Star Robotics,16,2,90,110,6,,
1617velv-flrio1,9442,Robo Royalty,17,2,67,29,6,,
1617velv-flrio1,8601,Godly Gears,18,2,62,55,6,,
