TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,WP,OPR,OPRm,
1617velv-flscl2,7477,Super 7,1,12,344,141,6,,1.00,89.5,79.5,
1617velv-flscl2,7592,Roarbots,2,10,245,155,6,,0.83,46.6,45.7,
1617velv-flscl2,4717,Mechromancers,3,8,425,175,6,,0.67,89.6,78.9,
1617velv-flscl2,11355,Neil Team Six,4,8,425,155,6,,0.67,86.9,77.9,
1617velv-flscl2,9013,Merritt Island Matrix,5,8,308,130,6,,0.67,35.1,35.2,
1617velv-flscl2,8996,Pink Fluffy Bunnies,6,8,259,135,6,,0.67,33.8,36.1,
1617velv-flscl2,6323,The Pink Team,7,6,424,115,6,,0.50,39.8,41.8,
1617velv-flscl2,11681,BANANAS,8,6,281,141,6,,0.50,27.8,30.5,
1617velv-flscl2,10347,General Tech,9,6,279,110,6,,0.50,17.2,22.0,
1617velv-flscl2,4227,Metal Morphosis,10,6,277,135,6,,0.50,42.9,41.2,
1617velv-flscl2,12413,Crooms Robotics,11,6,235,175,6,,0.50,26.7,30.1,
1617velv-flscl2,12245,Cobalt,12,4,275,115,6,,0.33,10.7,16.6,
1617velv-flscl2,12090,DEN IN BLACK,13,4,212,65,6,,0.33,18.0,18.7,
1617velv-flscl2,10334,Invaders,14,2,305,85,6,,0.17,6.2,13.2,
1617velv-flscl2,9800,HyperNovas,15,2,295,95,6,,0.17,19.8,21.3,
1617velv-flscl2,10379,General Mission,16,0,215,55,6,,0.00,14.9,15.8,
