TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1617velv-flspr,10087,FatherBoards,1,12,150,140,6,,
1617velv-flspr,9110,WiredCats Junior,2,10,215,140,6,,
1617velv-flspr,10830,RoboPanthers2000,3,10,152,70,6,,
1617velv-flspr,6322,WiredCats,4,10,145,125,6,,
1617velv-flspr,3888,Greased Lightning,5,9,102,110,6,,
1617velv-flspr,10130,Crown Joules,6,7,135,80,6,,
1617velv-flspr,11910,REEF ROBOTICS 2,7,7,110,80,6,,
1617velv-flspr,5125,Raiderbots,8,6,165,70,6,,
1617velv-flspr,10366,WiredCats Future,9,6,150,65,6,,
1617velv-flspr,11204,Shark-A-Tech,10,6,145,75,6,,
1617velv-flspr,9986,EagleBotics Navy,11,6,130,60,6,,
1617velv-flspr,619,Mecha Makos,12,6,110,85,6,,
1617velv-flspr,10088,SharkBeta,13,5,170,130,6,,
1617velv-flspr,7029,Bosco's Bots,14,4,132,115,6,,
1617velv-flspr,7318,Phoenix Gears,15,4,125,55,6,,
1617velv-flspr,6321,Robo Raiders,16,4,105,65,6,,
1617velv-flspr,9987,EagleBotics Gold,17,4,100,40,6,,
1617velv-flspr,10022,WiredCats Girls,18,2,155,45,6,,
1617velv-flspr,11199,Forge,19,2,72,50,6,,
1617velv-flspr,5442,Half LIFE TERRA,20,0,60,20,6,,
