TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,WP,OPR,OPRm,
1617velv-flmm,7017,Polk Overdrive,1,12,51,80,6,,1.00,30.1,27.7,
1617velv-flmm,6433,Neutrinos,2,10,136,70,6,,0.83,27.4,24.7,
1617velv-flmm,9175,Warrior Bots,3,10,86,52,6,,0.83,16.8,15.7,
1617velv-flmm,4469,Hydra Beta,4,8,132,70,6,,0.67,13.0,13.8,
1617velv-flmm,7203,KNO3,5,8,122,65,6,,0.67,32.2,28.8,
1617velv-flmm,3846,Maelstrom,6,8,92,90,6,,0.67,28.3,25.2,
1617velv-flmm,4960,Stealth Tigers,7,8,87,50,7,,0.57,-0.8,2.4,
1617velv-flmm,2845,Team Duct Tape,8,7,121,80,6,,0.58,23.6,21.2,
1617velv-flmm,3073,Massive D,9,6,76,40,7,,0.43,2.7,4.7,
1617velv-flmm,7263,The Knights of Cavalry,10,5,110,40,6,,0.42,3.1,5.5,
1617velv-flmm,11628,Coding Hope,11,5,85,40,6,,0.42,-4.3,0.0,
1617velv-flmm,4997,Masquerade,12,4,117,65,6,,0.33,15.8,15.8,
1617velv-flmm,11343,CDS Patriot Bots,13,4,84,41,6,,0.33,13.3,12.8,
1617velv-flmm,11619,14 Spicy Boiz,14,3,105,60,6,,0.25,15.2,13.3,
1617velv-flmm,11429,The Mechanical Bulls,15,2,101,32,6,,0.17,3.9,5.8,
1617velv-flmm,2425,Hydra Alpha,16,2,77,90,6,,0.17,18.6,16.9,
1617velv-flmm,11434,JagWires,17,2,62,50,6,,0.17,1.0,3.6,
