TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,WP,OPR,OPRm,
1617velv-flte1,9277,HazMat Robotics Explosives,1,10,208,119,5,,1.00,62.6,54.8,
1617velv-flte1,5070,N.U.T.S.,2,10,123,75,5,,1.00,25.5,26.2,
1617velv-flte1,5937,Renaissance Robotics,3,8,166,80,5,,0.80,26.7,27.0,
1617velv-flte1,7826,Mini-Moose,4,8,132,110,5,,0.80,65.0,57.0,
1617velv-flte1,10980,Cookiebytes,5,8,112,40,5,,0.80,14.2,14.7,
1617velv-flte1,9442,Robo Royalty,6,8,98,119,5,,0.80,27.4,27.7,
1617velv-flte1,9930,Robo-Knights,7,8,92,110,5,,0.80,40.7,37.8,
1617velv-flte1,10650,HazMat Robotics Biohazards,8,6,186,110,5,,0.60,28.3,28.1,
1617velv-flte1,8601,Godly Gears,9,6,153,70,5,,0.60,18.8,18.8,
1617velv-flte1,6327,Fetch,10,6,117,85,5,,0.60,23.5,23.2,
1617velv-flte1,3939,Bolts of Steel,11,4,162,50,6,,0.33,20.3,19.4,
1617velv-flte1,6379,Clockwork Mania,12,4,141,41,5,,0.40,6.5,10.1,
1617velv-flte1,12273,Toxic Fire,13,4,112,61,5,,0.40,12.3,12.9,
1617velv-flte1,11499,Pink Pelicans,14,4,105,50,5,,0.40,15.1,14.7,
1617velv-flte1,11020,Terminators,15,4,82,100,5,,0.40,9.3,11.5,
1617velv-flte1,7579,B.E.A.R.S.,16,4,49,36,5,,0.40,-3.1,0.4,
1617velv-flte1,6090,Rock Star Robotics,17,2,178,41,6,,0.17,21.0,19.3,
1617velv-flte1,10179,Tech Turtles,18,2,121,60,5,,0.20,14.2,14.4,
1617velv-flte1,9444,FLA Tech 2.0,19,2,120,60,5,,0.20,11.1,13.8,
1617velv-flte1,7142,Deceptidogs,20,2,116,55,5,,0.20,8.9,10.5,
1617velv-flte1,10050,Raccoon Robotics,21,2,111,40,5,,0.20,8.1,9.8,
1617velv-flte1,8614,Olympia Robotic Titan,22,0,100,30,5,,0.00,3.6,6.3,
