TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,WP,OPR,OPRm,
1617velv-flsf2,10830,RoboPanthers2000,1,10,317,155,6,,0.83,71.8,63.3,
1617velv-flsf2,10087,FatherBoards,2,10,242,140,6,,0.83,69.0,62.5,
1617velv-flsf2,11204,Shark-A-Tech,3,10,189,125,6,,0.83,18.2,22.5,
1617velv-flsf2,6322,WiredCats,4,8,246,105,6,,0.67,30.9,32.7,
1617velv-flsf2,10088,SharkBeta,5,8,237,145,6,,0.67,53.4,49.5,
1617velv-flsf2,5125,Raiderbots,6,8,234,120,6,,0.67,29.4,30.0,
1617velv-flsf2,9110,WiredCats Junior,7,8,223,145,6,,0.67,69.2,62.1,
1617velv-flsf2,9987,EagleBotics Gold,8,8,165,140,6,,0.67,36.5,35.6,
1617velv-flsf2,619,Mecha Makos,9,6,370,105,6,,0.50,58.3,51.9,
1617velv-flsf2,11199,Forge,10,6,340,105,7,,0.43,41.9,39.6,
1617velv-flsf2,10022,WiredCats Girls,11,6,297,120,6,,0.50,34.5,33.9,
1617velv-flsf2,7318,Phoenix Gears,12,6,287,155,6,,0.50,34.7,34.9,
1617velv-flsf2,11650,TechTiger Robotics,13,6,166,120,6,,0.50,19.2,22.0,
1617velv-flsf2,10366,WiredCats Future,14,6,156,70,6,,0.50,8.6,12.4,
1617velv-flsf2,10130,Crown Joules,15,4,210,100,6,,0.33,14.8,18.3,
1617velv-flsf2,5442,Half LIFE TERRA,16,4,189,80,6,,0.33,9.8,13.3,
1617velv-flsf2,3888,Greased Lightning,17,4,182,110,6,,0.33,24.6,24.2,
1617velv-flsf2,7029,Bosco's Bots,18,4,162,55,6,,0.33,11.6,13.6,
1617velv-flsf2,6321,Robo Raiders,19,4,135,110,6,,0.33,-0.3,6.3,
1617velv-flsf2,11910,REEF ROBOTICS 2,20,2,251,105,7,,0.14,12.9,15.5,
1617velv-flsf2,9986,EagleBotics Navy,21,0,138,40,6,,0.00,-2.1,1.7,
