TournamentMatchCode,Match,Result,Red0,Red1,Red2,Blue0,Blue1,Blue2,RTot,BTot,
1617velv-fltbta2-Q-1,Q-1,110-130 B,506,8908,0,10345,3101,0,110,130,
1617velv-fltbta2-Q-2,Q-2,55-12 R,3736,11817,0,7415,4163,0,55,12,
1617velv-fltbta2-Q-3,Q-3,10-0 R,3123,499,0,516,7321,0,10,0,
1617velv-fltbta2-Q-4,Q-4,45-15 R,7650,409,0,11706,6324,0,45,15,
1617velv-fltbta2-Q-5,Q-5,40-100 B,7321,11817,0,506,10345,0,40,100,
1617velv-fltbta2-Q-6,Q-6,106-13 R,4163,8908,0,11706,516,0,106,13,
1617velv-fltbta2-Q-7,Q-7,5-60 B,499,7415,0,409,6324,0,5,60,
1617velv-fltbta2-Q-8,Q-8,50-30 R,3736,7650,0,3123,3101,0,50,30,
1617velv-fltbta2-Q-9,Q-9,61-85 B,11817,4163,0,499,8908,0,61,85,
1617velv-fltbta2-Q-10,Q-10,10-85 B,506,3101,0,6324,3123,0,10,85,
1617velv-fltbta2-Q-11,Q-11,10-0 R,516,409,0,7650,7321,0,10,0,
1617velv-fltbta2-Q-12,Q-12,100-3 R,3736,10345,0,11706,7415,0,100,3,
1617velv-fltbta2-Q-13,Q-13,35-95 B,6324,7650,0,11817,8908,0,35,95,
1617velv-fltbta2-Q-14,Q-14,0-32 B,7321,11706,0,7415,3101,0,0,32,
1617velv-fltbta2-Q-15,Q-15,105-13 R,3123,10345,0,4163,409,0,105,13,
1617velv-fltbta2-Q-16,Q-16,20-75 B,499,516,0,506,3736,0,20,75,
1617velv-fltbta2-Q-17,Q-17,46-15 R,4163,11706,0,6324,7321,0,46,15,
1617velv-fltbta2-Q-18,Q-18,61-65 B,7415,8908,0,3123,506,0,61,65,
1617velv-fltbta2-Q-19,Q-19,90-5 R,10345,7650,0,3736,499,0,90,5,
1617velv-fltbta2-Q-20,Q-20,35-10 R,3101,516,0,11817,409,0,35,10,
1617velv-fltbta2-Q-21,Q-21,36-34 R,506,7415,0,4163,7650,0,36,34,
1617velv-fltbta2-Q-22,Q-22,50-10 R,3123,11706,0,499,11817,0,50,10,
1617velv-fltbta2-Q-23,Q-23,35-65 B,6324,3101,0,516,10345,0,35,65,
1617velv-fltbta2-Q-24,Q-24,20-100 B,409,7321,0,8908,3736,0,20,100,
