TournamentMatchCode,Match,Result,Red0,Red1,Red2,Blue0,Blue1,Blue2,RTot,BTot,
1617velv-flpbl1a-Q-1,Q-1,85-10 R,8844,11555,0,6364,10205,0,85,10,
1617velv-flpbl1a-Q-2,Q-2,17-62 B,11796,7509,0,10200,8754,0,17,62,
1617velv-flpbl1a-Q-3,Q-3,74-5 R,11799,450,0,10745,10201,0,74,5,
1617velv-flpbl1a-Q-4,Q-4,5-67 B,10205,11555,0,7509,10200,0,5,67,
1617velv-flpbl1a-Q-5,Q-5,20-30 B,11796,10745,0,10201,8844,0,20,30,
1617velv-flpbl1a-Q-6,Q-6,76-75 R,8754,11799,0,450,6364,0,76,75,
1617velv-flpbl1a-Q-7,Q-7,0-81 B,10201,10205,0,11555,11796,0,0,81,
1617velv-flpbl1a-Q-8,Q-8,35-40 B,7509,450,0,8844,11799,0,35,40,
1617velv-flpbl1a-Q-9,Q-9,58-80 B,10200,10745,0,8754,6364,0,58,80,
1617velv-flpbl1a-Q-10,Q-10,30-55 B,8844,11796,0,11555,11799,0,30,55,
1617velv-flpbl1a-Q-11,Q-11,31-50 B,10200,10205,0,450,10745,0,31,50,
1617velv-flpbl1a-Q-12,Q-12,6-119 B,10201,6364,0,8754,7509,0,6,119,
1617velv-flpbl1a-Q-13,Q-13,51-46 R,10200,11555,0,10745,11799,0,51,46,
1617velv-flpbl1a-Q-14,Q-14,15-76 B,7509,6364,0,11796,450,0,15,76,
1617velv-flpbl1a-Q-15,Q-15,61-20 R,8754,10201,0,10205,8844,0,61,20,
