TournamentMatchCode,Div,MType,MNum,Red1,Red2,Red3,Blue1,Blue2,Blue3,R1DQ,R2DQ,R3DQ,R1YC,R2YC,R3YC,B1DQ,B2DQ,B3DQ,B1YC,B2YC,B3YC,R1Sur,R2Sur,R3Sur,B1Sur,B2Sur,B3Sur,Saved,RABeac,RACap,RACent,RACorn,RA0Pk,RA1Pk,BTBeac,BTCent,BTCorn,RECap,RPMin,RPMaj,RPMinRx,RPMajRx,BABeac,BACap,BACent,BACorn,BA0Pk,BA1Pk,BTBeac,BTCent,BTCorn,BECap,BPMin,BPMaj,BPMinRx,BPMajRx,
1617velv-fl-pb1a-Q-1,1,1,1,8844,11555,0,6364,10205,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,0,true,0,0,1,3,4,6,0,0,0,0,0,0,0,true,0,0,1,0,0,0,0,0,0,0,0,0,
1617velv-fl-pb1a-Q-2,1,1,2,11796,7509,0,10200,8754,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,0,false,0,0,0,0,1,0,7,0,0,0,0,0,0,false,2,0,0,0,3,0,2,0,0,0,0,0,
1617velv-fl-pb1a-Q-3,1,1,3,11799,450,0,10745,10201,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,0,true,1,0,3,1,4,0,4,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0,0,0,0,
1617velv-fl-pb1a-Q-4,1,1,4,10205,11555,0,7509,10200,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,0,false,0,0,3,0,0,0,0,0,0,0,0,0,0,true,0,0,1,0,4,0,7,1,0,0,0,0,
1617velv-fl-pb1a-Q-5,1,1,5,11796,10745,0,10201,8844,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,0,false,0,0,0,0,2,0,0,0,0,0,0,0,0,true,0,0,0,1,2,0,0,0,0,0,0,0,
1617velv-fl-pb1a-Q-6,1,1,6,8754,11799,0,450,6364,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,1,true,2,0,0,0,0,0,1,1,0,0,0,0,0,false,1,0,3,1,4,2,0,0,0,0,0,0,
1617velv-fl-pb1a-Q-7,1,1,7,10201,10205,0,11555,11796,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,false,2,0,0,0,4,2,1,0,0,0,0,0,
1617velv-fl-pb1a-Q-8,1,1,8,7509,450,0,8844,11799,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,0,true,1,0,1,0,1,0,0,0,0,0,0,0,0,true,0,0,0,3,3,0,0,0,0,0,0,0,
1617velv-fl-pb1a-Q-9,1,1,9,10200,10745,0,8754,6364,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,0,true,0,0,1,3,4,0,3,0,0,0,0,0,1,true,2,0,0,0,0,1,0,1,0,0,0,0,
1617velv-fl-pb1a-Q-10,1,1,10,8844,11796,0,11555,11799,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,0,true,0,0,1,0,2,0,0,0,0,0,0,0,0,true,0,0,1,0,2,5,0,0,0,0,0,0,
1617velv-fl-pb1a-Q-11,1,1,11,10200,10205,0,450,10745,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,0,true,0,0,1,0,2,0,1,0,0,0,0,0,0,true,1,0,1,3,2,0,0,0,0,0,0,0,
1617velv-fl-pb1a-Q-12,1,1,12,10201,6364,0,8754,7509,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,0,true,0,0,0,0,0,0,1,0,0,0,0,0,1,true,2,0,0,0,4,0,4,1,0,0,0,0,
1617velv-fl-pb1a-Q-13,1,1,13,10200,11555,0,10745,11799,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,0,true,1,0,0,0,2,2,1,0,0,0,0,0,0,true,0,0,1,3,2,0,1,1,0,0,0,0,
1617velv-fl-pb1a-Q-14,1,1,14,7509,6364,0,11796,450,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,0,true,0,0,0,0,0,1,5,0,1,0,0,0,0,true,1,0,1,0,4,0,1,0,0,0,1,0,
1617velv-fl-pb1a-Q-15,1,1,15,8754,10201,0,10205,8844,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,0,false,2,0,0,0,2,0,1,1,0,0,0,0,0,true,0,0,1,0,1,0,0,0,0,0,0,0,
