TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,WP,OPR,OPRm,
1617velv-flrcc,4997,Masquerade,1,12,185,140,6,,1.00,39.9,40.0,
1617velv-flrcc,7719,Team RISE,2,11,235,85,7,,0.79,27.5,26.1,
1617velv-flrcc,4960,Stealth Tigers,3,9,188,125,6,,0.75,28.3,28.9,
1617velv-flrcc,3846,Maelstrom,4,8,198,102,7,,0.57,53.2,47.9,
1617velv-flrcc,7203,KNO3,5,8,197,195,6,,0.67,78.8,70.4,
1617velv-flrcc,2845,Team Duct Tape,6,7,249,100,6,,0.58,39.1,35.6,
1617velv-flrcc,4469,Hydra Beta,7,6,212,195,6,,0.50,46.7,43.6,
1617velv-flrcc,7017,Polk Overdrive,8,6,149,102,6,,0.50,26.6,25.7,
1617velv-flrcc,11429,The Mechanical Bulls,9,5,178,75,6,,0.42,25.8,25.1,
1617velv-flrcc,11619,14 Spicy Boiz,10,4,126,46,6,,0.33,0.0,3.8,
1617velv-flrcc,11434,JagWires,11,4,122,54,6,,0.33,-0.8,4.5,
1617velv-flrcc,8387,Biohazardous,12,4,119,47,6,,0.33,2.7,4.7,
1617velv-flrcc,11710,RoboRaiders,13,4,96,91,6,,0.33,16.9,16.9,
1617velv-flrcc,9175,Warrior Bots,14,2,197,65,6,,0.17,0.3,5.9,
1617velv-flrcc,2425,Hydra Alpha,15,2,153,45,6,,0.17,-9.0,-2.2,
