TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,WP,OPR,OPRm,
1617velv-flcw1,10345,Royal Blue,1,10,193,105,5,,1.00,64.3,55.8,
1617velv-flcw1,8908,Robo Mojo,2,9,246,125,5,,0.90,77.6,67.7,
1617velv-flcw1,3101,Boom Bots,3,8,148,125,5,,0.80,42.0,39.2,
1617velv-flcw1,506,Pandara,4,7,222,100,5,,0.70,52.9,47.7,
1617velv-flcw1,409,Aluminati,5,6,220,100,5,,0.60,20.7,24.3,
1617velv-flcw1,11817,< BITS_PLEASE >,6,6,119,105,5,,0.60,19.4,22.3,
1617velv-flcw1,3123,Spontaneous Combustion,7,6,97,70,5,,0.60,17.3,18.3,
1617velv-flcw1,516,Gears of Fire,8,4,154,100,5,,0.40,23.7,24.6,
1617velv-flcw1,4163,Robo Warriors,9,4,127,71,5,,0.40,16.5,16.6,
1617velv-flcw1,3736,Serious Business,10,4,114,100,5,,0.40,38.9,34.3,
1617velv-flcw1,7415,Psychobots,11,4,91,65,5,,0.40,3.2,7.8,
1617velv-flcw1,7650,The Circuit Breakers,12,4,61,95,5,,0.40,5.0,10.1,
1617velv-flcw1,499,NanoFusion,13,3,184,100,5,,0.30,14.3,17.2,
1617velv-flcw1,11706,Robots in Paradise,14,2,177,60,5,,0.20,15.8,17.3,
1617velv-flcw1,7321,Charlotte Surge,15,2,109,80,5,,0.20,-2.8,4.1,
1617velv-flcw1,6324,Twisted Circuitz,16,1,166,100,5,,0.10,10.5,11.8,
