TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1617velv-flrmm,7017,Polk Overdrive,1,12,31,80,6,,
1617velv-flrmm,6433,Neutrinos,2,10,126,70,6,,
1617velv-flrmm,9175,Warrior Bots,3,10,86,52,6,,
1617velv-flrmm,4469,Hydra Beta,4,8,132,70,6,,
1617velv-flrmm,7203,KNO3,5,8,122,65,6,,
1617velv-flrmm,3846,Maelstrom,6,8,92,90,6,,
1617velv-flrmm,2845,Team Duct Tape,7,7,121,80,6,,
1617velv-flrmm,4960,Stealth Tigers,8,6,47,50,6,,
1617velv-flrmm,3073,Massive D,9,6,36,40,6,,
1617velv-flrmm,7263,The Knights of Cavalry,10,5,110,40,6,,
1617velv-flrmm,11628,Coding Hope,11,5,65,40,6,,
1617velv-flrmm,4997,Masquerade,12,4,107,65,6,,
1617velv-flrmm,11343,CDS Patriot Bots,13,4,74,41,6,,
1617velv-flrmm,11619,14 Spicy Boiz,14,3,105,60,6,,
1617velv-flrmm,11429,The Mechanical Bulls,15,2,91,32,6,,
1617velv-flrmm,2425,Hydra Alpha,16,2,77,90,6,,
1617velv-flrmm,11434,JagWires,17,2,62,50,6,,
