TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1617velv-fltbta3,8908,Robo Mojo,1,12,335,155,6,,
1617velv-fltbta3,506,Pandara,2,9,360,130,6,,
1617velv-fltbta3,10345,Royal Blue,3,9,330,100,6,,
1617velv-fltbta3,7321,Charlotte Surge,4,8,295,100,6,,
1617velv-fltbta3,409,Aluminati,5,8,245,155,6,,
1617velv-fltbta3,9762,Radio Active,6,6,260,130,6,,
1617velv-fltbta3,6324,Twisted Circuitz,7,5,200,100,6,,
1617velv-fltbta3,499,NanoFusion,8,4,260,130,6,,
1617velv-fltbta3,7524,Eisenschrek,9,4,260,75,6,,
1617velv-fltbta3,7650,The Circuit Breakers,10,4,250,115,6,,
1617velv-fltbta3,3736,Serious Business,11,4,220,100,6,,
1617velv-fltbta3,516,Gears of Fire,12,4,140,115,6,,
1617velv-fltbta3,3101,Boom Bots,13,1,315,100,6,,
