TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1617velv-flpb3,7509,Blazer Robotics,1,10,165,70,5,,
1617velv-flpb3,6364,Pulsatrix,2,8,200,65,5,,
1617velv-flpb3,8551,Relentless Robotics,3,8,140,65,5,,
1617velv-flpb3,5158,T.I.T.A.N.S.,4,7,120,85,5,,
1617velv-flpb3,9498,Robo Warriors,5,6,115,65,5,,
1617velv-flpb3,6568,Jedi Knights,6,6,100,60,5,,
1617velv-flpb3,9207,Skynet,7,5,120,85,5,,
1617velv-flpb3,11551,Robot Matrix,8,4,190,60,5,,
1617velv-flpb3,7625,Otus,9,4,165,70,5,,
1617velv-flpb3,11799,Blazers Robotics 2,10,3,150,80,5,,
1617velv-flpb3,10205,Da Man Sowa,11,3,120,40,5,,
1617velv-flpb3,10745,Tech Garage 5,12,2,170,60,5,,
1617velv-flpb3,10743,TechGarage 3,13,2,145,70,5,,
1617velv-flpb3,10206,360 Degrees,14,2,50,60,5,,
