TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,WP,OPR,OPRm,
1617velv-fltbta2,10345,Royal Blue,1,12,206,130,6,,1.00,77.3,68.5,
1617velv-fltbta2,3123,Spontaneous Combustion,2,10,124,105,6,,0.83,32.5,31.3,
1617velv-fltbta2,3736,Serious Business,3,10,90,100,6,,0.83,28.6,29.1,
1617velv-fltbta2,8908,Robo Mojo,4,8,300,110,6,,0.67,76.6,67.4,
1617velv-fltbta2,506,Pandara,5,8,275,110,6,,0.67,27.3,28.5,
1617velv-fltbta2,3101,Boom Bots,6,6,195,130,6,,0.50,16.6,18.2,
1617velv-fltbta2,7650,The Circuit Breakers,7,6,119,90,6,,0.50,14.8,16.7,
1617velv-fltbta2,516,Gears of Fire,8,6,78,65,6,,0.50,6.6,8.4,
1617velv-fltbta2,409,Aluminati,9,6,63,60,6,,0.50,10.8,11.7,
1617velv-fltbta2,11817,< BITS_PLEASE >,10,4,168,95,6,,0.33,23.3,23.1,
1617velv-fltbta2,4163,Robo Warriors,11,4,148,106,6,,0.33,23.2,23.3,
1617velv-fltbta2,6324,Twisted Circuitz,12,4,115,85,6,,0.33,27.7,25.8,
1617velv-fltbta2,7415,Psychobots,13,4,115,61,6,,0.33,0.7,3.8,
1617velv-fltbta2,499,NanoFusion,14,4,101,85,6,,0.33,-5.6,-0.9,
1617velv-fltbta2,11706,Robots in Paradise,15,4,56,50,6,,0.33,6.4,8.0,
1617velv-fltbta2,7321,Charlotte Surge,16,0,75,40,6,,0.00,-2.5,0.5,
