TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1617velv-flpbl1b,11800,TechGarage5,1,10,66,56,5,,
1617velv-flpbl1b,11798,TechGarage3,2,8,63,60,6,,
1617velv-flpbl1b,11596,Cuda,3,8,55,56,5,,
1617velv-flpbl1b,11797,TechGarage2,4,6,71,40,6,,
1617velv-flpbl1b,10746,Tech Garage 6,5,6,70,45,5,,
1617velv-flpbl1b,11599,Westgate 1,6,6,41,40,5,,
1617velv-flpbl1b,11597,Mechanical Owls,7,5,61,41,6,,
1617velv-flpbl1b,11601,Westgate 3,8,5,33,50,5,,
1617velv-flpbl1b,10606,Tech Garage,9,4,87,60,5,,
1617velv-flpbl1b,12249,Minjas,10,4,50,45,5,,
1617velv-flpbl1b,11600,Westgate 2,11,4,33,32,5,,
1617velv-flpbl1b,11605,Cabana 2,12,1,50,20,5,,
1617velv-flpbl1b,11604,Cabana 1,13,1,36,15,5,,
