TournamentMatchCode,Match,Result,Red0,Red1,Red2,Blue0,Blue1,Blue2,RTot,BTot,
1617velv-flrlcc-Q-1,Q-1,31-56 B,11434,7203,0,7017,4997,0,31,56,
1617velv-flrlcc-Q-2,Q-2,45-45 T,2845,4960,0,11429,7719,0,45,45,
1617velv-flrlcc-Q-3,Q-3,20-22 B,4469,2425,0,8387,11619,0,20,22,
1617velv-flrlcc-Q-4,Q-4,10-102 B,9175,11710,0,3846,7017,0,10,102,
1617velv-flrlcc-Q-5,Q-5,21-140 B,8387,11429,0,4997,7203,0,21,140,
1617velv-flrlcc-Q-6,Q-6,65-45 R,3846,9175,0,2425,2845,0,65,45,
1617velv-flrlcc-Q-7,Q-7,45-10 R,7719,11710,0,11619,4469,0,45,10,
1617velv-flrlcc-Q-8,Q-8,52-33 R,11434,2845,0,4960,8387,0,52,33,
1617velv-flrlcc-Q-9,Q-9,46-30 R,7719,7017,0,3846,2425,0,46,30,
1617velv-flrlcc-Q-10,Q-10,65-35 R,4997,4960,0,11710,4469,0,65,35,
1617velv-flrlcc-Q-11,Q-11,54-10 R,11434,11429,0,11619,9175,0,54,10,
1617velv-flrlcc-Q-12,Q-12,100-15 R,7203,2845,0,2425,11710,0,100,15,
1617velv-flrlcc-Q-13,Q-13,47-32 R,4997,8387,0,9175,7719,0,47,32,
1617velv-flrlcc-Q-14,Q-14,75-22 R,4469,11429,0,7017,11434,0,75,22,
1617velv-flrlcc-Q-15,Q-15,30-125 B,11619,3846,0,4960,7203,0,30,125,
1617velv-flrlcc-Q-16,Q-16,25-23 R,2425,7719,0,11434,11710,0,25,23,
1617velv-flrlcc-Q-17,Q-17,10-40 B,7017,8387,0,11619,4960,0,10,40,
1617velv-flrlcc-Q-18,Q-18,65-195 B,2845,9175,0,4469,7203,0,65,195,
1617velv-flrlcc-Q-19,Q-19,95-20 R,3846,4997,0,11429,2425,0,95,20,
1617velv-flrlcc-Q-20,Q-20,50-35 R,4960,7719,0,7203,9175,0,50,35,
1617velv-flrlcc-Q-21,Q-21,91-3 R,11710,3846,0,11434,8387,0,91,3,
1617velv-flrlcc-Q-22,Q-22,46-65 B,11619,7017,0,4997,2845,0,46,65,
1617velv-flrlcc-Q-23,Q-23,85-60 R,4469,7719,0,11429,3846,0,85,60,
