TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,WP,OPR,OPRm,
1617velv-flscl1,7477,Super 7,1,10,240,285,5,,1.00,139.0,116.8,
1617velv-flscl1,12090,DEN IN BLACK,2,8,205,80,6,,0.67,1.1,10.9,
1617velv-flscl1,7592,Roarbots,3,8,146,125,5,,0.80,7.5,15.0,
1617velv-flscl1,8996,Pink Fluffy Bunnies,4,8,126,80,5,,0.80,52.6,45.7,
1617velv-flscl1,4717,Mechromancers,5,8,120,285,5,,0.80,61.8,55.4,
1617velv-flscl1,6323,The Pink Team,6,6,180,90,5,,0.60,40.6,36.9,
1617velv-flscl1,4227,Metal Morphosis,7,6,171,80,5,,0.60,50.1,42.8,
1617velv-flscl1,11355,Neil Team Six,8,6,160,101,5,,0.60,44.6,42.5,
1617velv-flscl1,10379,General Mission,9,6,155,90,6,,0.50,6.8,11.5,
1617velv-flscl1,10179,Tech Turtles,10,6,140,160,6,,0.50,28.5,29.9,
1617velv-flscl1,10347,General Tech,11,6,81,80,5,,0.60,12.8,15.4,
1617velv-flscl1,8392,Lift-Off!,12,4,60,140,5,,0.40,-3.8,5.3,
1617velv-flscl1,9013,Merritt Island Matrix,13,4,45,50,5,,0.40,7.2,7.4,
1617velv-flscl1,11681,BANANAS,14,2,112,45,5,,0.20,11.8,12.5,
1617velv-flscl1,8945,Touch-Down!,15,0,141,65,5,,0.00,6.2,9.6,
1617velv-flscl1,7341,F.R.E.N.C.H. F.R.I.E.S.,16,0,136,75,5,,0.00,10.2,10.8,
1617velv-flscl1,9800,HyperNovas,17,0,130,55,5,,0.00,4.2,8.0,
