TournamentMatchCode,Match,Result,Red0,Red1,Red2,Blue0,Blue1,Blue2,RTot,BTot,
1617velv-flneflmt1-Q-1,Q-1,55-80 B,12102,10179,0,4227,9938,0,55,80,
1617velv-flneflmt1-Q-2,Q-2,35-70 B,10583,10276,0,10497,9937,0,35,70,
1617velv-flneflmt1-Q-3,Q-3,80-55 R,9944,11892,0,9435,10385,0,80,55,
1617velv-flneflmt1-Q-4,Q-4,96-24 R,9075,4717,0,11465,10768,0,96,24,
1617velv-flneflmt1-Q-5,Q-5,1-53 B,11593,10167,0,10013,10168,0,1,53,
1617velv-flneflmt1-Q-6,Q-6,50-21 R,11774,10385,0,10276,12102,0,50,21,
1617velv-flneflmt1-Q-7,Q-7,75-30 R,4227,10768,0,10013,11892,0,75,30,
1617velv-flneflmt1-Q-8,Q-8,60-20 R,10497,9938,0,9435,10167,0,60,20,
1617velv-flneflmt1-Q-9,Q-9,28-160 B,10168,10583,0,11774,4717,0,28,160,
1617velv-flneflmt1-Q-10,Q-10,28-76 B,9944,9075,0,11593,10179,0,28,76,
1617velv-flneflmt1-Q-11,Q-11,13-40 B,11465,10167,0,9937,11774,0,13,40,
1617velv-flneflmt1-Q-12,Q-12,31-70 B,9075,10013,0,9435,10583,0,31,70,
1617velv-flneflmt1-Q-13,Q-13,70-70 T,10276,10497,0,11892,10179,0,70,70,
1617velv-flneflmt1-Q-14,Q-14,73-106 B,4227,11465,0,9944,10168,0,73,106,
1617velv-flneflmt1-Q-15,Q-15,140-75 R,9938,4717,0,11593,10385,0,140,75,
1617velv-flneflmt1-Q-16,Q-16,20-32 B,12102,9937,0,10768,10168,0,20,32,
1617velv-flneflmt1-Q-17,Q-17,76-52 R,10167,10385,0,9075,4227,0,76,52,
1617velv-flneflmt1-Q-18,Q-18,90-41 R,11774,10179,0,10768,9435,0,90,41,
1617velv-flneflmt1-Q-19,Q-19,71-24 R,10013,10276,0,11465,9938,0,71,24,
1617velv-flneflmt1-Q-20,Q-20,90-235 B,9937,9944,0,10497,4717,0,90,235,
1617velv-flneflmt1-Q-21,Q-21,62-47 R,12102,11892,0,11593,10583,0,62,47,
1617velv-flneflmt1-Q-22,Q-22,30-45 B,10276,10768,0,9944,10167,0,30,45,
1617velv-flneflmt1-Q-23,Q-23,30-175 B,10013,9435,0,12102,4717,0,30,175,
1617velv-flneflmt1-Q-24,Q-24,3-40 B,9937,9075,0,11892,9938,0,3,40,
1617velv-flneflmt1-Q-25,Q-25,60-75 B,11593,4227,0,10497,11774,0,60,75,
1617velv-flneflmt1-Q-26,Q-26,82-65 R,11465,10179,0,10583,10385,0,82,65,
1617velv-flneflmt1-Q-27,Q-27,42-26 R,10168,9435,0,9075,10276,0,42,26,
