TournamentMatchCode,Match,Result,Red1,Red2,Red3,Blue1,Blue2,Blue3,RTot,RAuto,RAutoB,RTele,REnd,RPen,BTot,BAuto,BAutoB,BTele,BEnd,BPen,R1Sur,R2Sur,B1Sur,B2Sur,
1617velv-fl-rlcmp-Q-1,Q-1,40-20 R,7719,11343,0,11710,8387,0,40,20,0,20,0,0,20,0,0,20,0,0,false,false,false,false,
1617velv-fl-rlcmp-Q-2,Q-2,15-50 B,11619,11628,0,4960,11429,0,15,5,0,10,0,0,50,10,0,40,0,0,false,false,false,false,
1617velv-fl-rlcmp-Q-3,Q-3,55-60 B,9175,6433,0,7017,2425,0,55,15,0,40,0,0,60,20,0,40,0,0,false,false,false,false,
1617velv-fl-rlcmp-Q-4,Q-4,70-145 B,2845,7263,0,4997,7203,0,70,35,0,35,0,0,145,35,0,70,40,0,false,false,false,false,
1617velv-fl-rlcmp-Q-5,Q-5,5-125 B,4469,9175,0,3846,7719,0,5,5,0,0,0,0,125,25,0,50,40,10,false,false,false,false,
1617velv-fl-rlcmp-Q-6,Q-6,52-35 R,8387,2425,0,11619,7263,0,52,10,0,42,0,0,35,15,0,0,20,0,false,false,false,false,
1617velv-fl-rlcmp-Q-7,Q-7,170-45 R,3846,7203,0,11429,7017,0,170,95,0,75,0,0,45,40,0,5,0,0,false,false,false,false,
1617velv-fl-rlcmp-Q-8,Q-8,85-45 R,11628,4469,0,11710,2845,0,85,40,0,35,10,0,45,20,0,25,0,0,false,false,false,false,
1617velv-fl-rlcmp-Q-9,Q-9,40-80 B,11343,4997,0,4960,6433,0,40,0,0,40,0,0,80,30,0,50,0,0,false,false,false,false,
1617velv-fl-rlcmp-Q-10,Q-10,210-10 R,11429,7203,0,11710,2425,0,210,90,0,80,40,0,10,10,0,0,0,0,false,false,false,false,
1617velv-fl-rlcmp-Q-11,Q-11,97-50 R,4960,8387,0,4469,6433,0,97,65,0,32,0,0,50,25,0,25,0,0,false,false,false,false,
1617velv-fl-rlcmp-Q-12,Q-12,10-45 B,9175,2845,0,11343,11619,0,10,5,0,5,0,0,45,5,0,40,0,0,false,false,false,false,
1617velv-fl-rlcmp-Q-13,Q-13,65-40 R,3846,7017,0,7263,4997,0,65,25,0,40,0,0,40,5,0,35,0,0,false,false,false,false,
1617velv-fl-rlcmp-Q-14,Q-14,110-195 B,7719,9175,0,11628,7203,0,110,40,0,30,0,40,195,95,0,60,40,0,false,false,false,false,
1617velv-fl-rlcmp-Q-15,Q-15,35-45 B,7263,11429,0,4469,11343,0,35,0,0,35,0,0,45,10,0,35,0,0,false,false,false,false,
1617velv-fl-rlcmp-Q-16,Q-16,50-45 R,4997,2425,0,7719,11628,0,50,15,0,15,20,0,45,10,0,35,0,0,false,false,false,false,
1617velv-fl-rlcmp-Q-17,Q-17,25-85 B,11710,11619,0,3846,6433,0,25,5,0,10,10,0,85,15,0,70,0,0,false,false,false,false,
1617velv-fl-rlcmp-Q-18,Q-18,20-40 B,7017,4960,0,2845,8387,0,20,0,0,20,0,0,40,0,0,40,0,0,false,false,false,false,
1617velv-fl-rlcmp-Q-19,Q-19,25-200 B,4997,11619,0,7203,4469,0,25,25,0,0,0,0,200,80,0,80,40,0,false,false,false,false,
1617velv-fl-rlcmp-Q-20,Q-20,85-55 R,6433,7719,0,2845,11429,0,85,30,0,55,0,0,55,40,0,15,0,0,false,false,false,false,
1617velv-fl-rlcmp-Q-21,Q-21,45-50 B,3846,11628,0,8387,11343,0,45,20,0,25,0,0,50,0,0,40,0,10,false,false,false,false,
1617velv-fl-rlcmp-Q-22,Q-22,50-0 R,11710,4960,0,9175,7263,0,50,10,0,40,0,0,0,0,0,0,0,0,false,false,false,false,
1617velv-fl-rlcmp-Q-23,Q-23,50-40 R,7017,11343,0,2425,4469,0,50,15,0,35,0,0,40,25,0,15,0,0,false,false,false,false,
1617velv-fl-rlcmp-Q-24,Q-24,160-75 R,7263,7203,0,6433,11628,0,160,60,0,60,40,0,75,30,0,45,0,0,false,false,false,false,
1617velv-fl-rlcmp-Q-25,Q-25,66-65 R,4997,11429,0,9175,8387,0,66,10,0,56,0,0,65,35,0,30,0,0,false,false,false,false,
1617velv-fl-rlcmp-Q-26,Q-26,55-50 R,2845,4960,0,3846,2425,0,55,25,0,30,0,0,50,10,0,40,0,0,false,false,false,false,
1617velv-fl-rlcmp-Q-27,Q-27,60-60 T,7719,11710,0,11619,7017,0,60,25,0,35,0,0,60,30,0,20,10,0,false,false,false,false,
1617velv-fl-rlcmp-SF-1-1,SF-1-1,185-30 R,7203,7719,0,8387,3846,0,185,70,0,75,40,0,30,0,0,30,0,0,false,false,false,false,
1617velv-fl-rlcmp-SF-2-1,SF-2-1,85-80 R,11343,7017,0,4960,4997,0,85,40,0,45,0,0,80,10,0,30,0,40,false,false,false,false,
1617velv-fl-rlcmp-SF-1-2,SF-1-2,165-75 R,7203,7719,0,8387,3846,0,165,70,0,55,40,0,75,30,0,45,0,0,false,false,false,false,
1617velv-fl-rlcmp-SF-2-2,SF-2-2,55-80 B,11343,7017,0,4960,4997,0,55,30,0,25,0,0,80,25,0,55,0,0,false,false,false,false,
1617velv-fl-rlcmp-SF-2-3,SF-2-3,35-60 B,11343,7017,0,4960,4997,0,35,0,0,35,0,0,60,10,0,50,0,0,false,false,false,false,
1617velv-fl-rlcmp-F-1,F-1,220-45 R,7203,7719,0,4960,4997,0,220,115,0,65,40,0,45,10,0,35,0,0,false,false,false,false,
