TournamentMatchCode,Match,Result,Red1,Red2,Red3,Blue1,Blue2,Blue3,RTot,RAuto,RAutoB,RTele,REnd,RPen,BTot,BAuto,BAutoB,BTele,BEnd,BPen,R1Sur,R2Sur,B1Sur,B2Sur,
1617velv-fl-nemp2-Q-1,Q-1,40-2 R,11263,10013,0,8796,12102,0,40,10,0,30,0,0,2,0,0,2,0,0,false,false,false,false,
1617velv-fl-nemp2-Q-2,Q-2,110-20 R,10768,9944,0,11774,8797,0,110,65,0,35,10,0,20,0,0,10,0,10,false,false,false,false,
1617velv-fl-nemp2-Q-3,Q-3,30-0 R,10385,9938,0,10497,11465,0,30,5,0,25,0,0,0,0,0,0,0,0,false,false,false,false,
1617velv-fl-nemp2-Q-4,Q-4,5-40 B,8799,10584,0,10670,10168,0,5,5,0,0,0,0,40,5,0,35,0,0,false,false,false,false,
1617velv-fl-nemp2-Q-5,Q-5,40-47 B,11465,9938,0,12102,8797,0,40,0,0,0,0,40,47,5,0,42,0,0,false,false,false,false,
1617velv-fl-nemp2-Q-6,Q-6,50-40 R,10670,10584,0,10768,10497,0,50,10,0,40,0,0,40,30,0,10,0,0,false,false,false,false,
1617velv-fl-nemp2-Q-7,Q-7,15-50 B,11774,11263,0,8799,10013,0,15,10,0,5,0,0,50,10,0,40,0,0,false,false,false,false,
1617velv-fl-nemp2-Q-8,Q-8,17-47 B,8796,10168,0,10385,9944,0,17,5,0,12,0,0,47,5,0,42,0,0,false,false,false,false,
1617velv-fl-nemp2-Q-9,Q-9,40-8 R,10670,8797,0,11263,12102,0,40,10,0,30,0,0,8,5,0,3,0,0,false,false,false,false,
1617velv-fl-nemp2-Q-10,Q-10,10-47 B,10385,8799,0,9938,9944,0,10,10,0,0,0,0,47,0,0,47,0,0,false,false,false,false,
1617velv-fl-nemp2-Q-11,Q-11,15-20 B,10584,8796,0,11465,11774,0,15,5,0,10,0,0,20,10,0,10,0,0,false,false,false,false,
1617velv-fl-nemp2-Q-12,Q-12,62-32 R,10168,10497,0,10013,10768,0,62,30,0,32,0,0,32,10,0,12,10,0,false,false,false,false,
1617velv-fl-nemp2-Q-13,Q-13,45-5 R,12102,10385,0,10584,11774,0,45,10,0,35,0,0,5,0,0,5,0,0,false,false,false,false,
1617velv-fl-nemp2-Q-14,Q-14,102-30 R,10013,9944,0,10670,11465,0,102,75,0,27,0,0,30,10,0,20,0,0,false,false,false,false,
1617velv-fl-nemp2-Q-15,Q-15,30-20 R,10768,10168,0,9938,11263,0,30,0,0,30,0,0,20,10,0,10,0,0,false,false,false,false,
1617velv-fl-nemp2-Q-16,Q-16,50-15 R,10497,8797,0,8799,8796,0,50,15,0,35,0,0,15,5,0,10,0,0,false,false,false,false,
1617velv-fl-nemp2-Q-17,Q-17,30-50 B,11465,10385,0,10670,11263,0,30,10,0,20,0,0,50,10,0,30,10,0,false,false,false,false,
1617velv-fl-nemp2-Q-18,Q-18,45-30 R,10497,11774,0,10168,8797,0,45,30,0,15,0,0,30,0,0,30,0,0,false,false,false,false,
1617velv-fl-nemp2-Q-19,Q-19,50-104 B,9938,10013,0,10584,9944,0,50,0,0,10,0,40,104,70,0,34,0,0,false,false,false,false,
1617velv-fl-nemp2-Q-20,Q-20,45-15 R,8799,12102,0,10768,8796,0,45,10,0,35,0,0,15,5,0,10,0,0,false,false,false,false,
1617velv-fl-nemp2-Q-21,Q-21,0-0 T,11263,9944,0,10497,10584,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,
1617velv-fl-nemp2-Q-22,Q-22,0-0 T,12102,11465,0,8799,10168,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,
1617velv-fl-nemp2-Q-23,Q-23,0-0 T,8797,10768,0,10385,10013,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,
1617velv-fl-nemp2-Q-24,Q-24,0-0 T,11774,8796,0,9938,10670,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,
