TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1516resq-flcmplpb,6364,Pulsatrix,1,14,353,124,7,WC,
1516resq-flcmplpb,5257,Eagles Robotics Xperience,2,10,382,142,7,W1,
1516resq-flcmplpb,10743,TechGarage 3,3,10,379,120,7,SC,
1516resq-flcmplpb,6568,Jedi Knights,4,10,354,141,7,FC,
1516resq-flcmplpb,9498,Robo Warriors,5,10,330,103,7,S1,
1516resq-flcmplpb,10200,Team Titon,6,10,325,142,7,SC,
1516resq-flcmplpb,450,Children of the Swamp,7,8,344,107,7,S1,
1516resq-flcmplpb,9497,GEAR GRINDER,8,8,282,86,7,,
1516resq-flcmplpb,9177,RoboScots,9,8,267,75,7,,
1516resq-flcmplpb,7509,Blazer Robotics,10,6,344,81,7,,
1516resq-flcmplpb,8551,Relentless Robotics,11,6,311,120,7,,
1516resq-flcmplpb,8754,ELEKTRO,12,6,279,71,7,,
1516resq-flcmplpb,9207,Skynet,13,4,293,107,7,F1,
1516resq-flcmplpb,10746,Tech Garage 6,14,4,285,78,7,,
1516resq-flcmplpb,10745,Tech Garage 5,15,4,214,65,7,,
1516resq-flcmplpb,10296,FAU High 8,16,4,188,95,7,,
1516resq-flcmplpb,10606,Tech Garage & Pearl City CATS 2,17,2,229,93,7,,
1516resq-flcmplpb,10263,Scuderia Civetta,18,2,115,49,7,,
