TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1516resq-flcmplpi,516,Gears of Fire,1,16,535,220,8,FC,
1516resq-flcmplpi,8908,Robo Mojo,2,12,550,260,8,WC,
1516resq-flcmplpi,3736,Serious Business,3,10,465,145,8,SC,
1516resq-flcmplpi,6451,Tarpon Robotics,4,10,460,260,8,W1,
1516resq-flcmplpi,506,Pandara,5,10,415,220,8,F1,
1516resq-flcmplpi,10345,Tiny Tarps,6,8,610,175,8,SC,
1516resq-flcmplpi,409,Aluminati,7,8,552,242,8,S1,
1516resq-flcmplpi,7524,Eisenschrek,8,8,464,151,8,,
1516resq-flcmplpi,3830,SkyNet,9,8,320,208,8,,
1516resq-flcmplpi,3839,Fatal Error,10,6,513,189,8,,
1516resq-flcmplpi,6324,Twisted Circuitz,11,6,511,129,8,,
1516resq-flcmplpi,3123,Spontaneous Combustion,12,6,387,170,8,,
1516resq-flcmplpi,4163,Robo Warriors,13,6,385,122,8,,
1516resq-flcmplpi,7321,Charlotte Surge,14,4,721,123,8,S1,
1516resq-flcmplpi,3101,Boom Bots,15,2,464,109,8,,
