TournamentMatchCode,Match,Result,Red1,Red2,Red3,Blue1,Blue2,Blue3,RTot,BTot,R1Sur,R2Sur,B1Sur,B2Sur,
1617velv-ak-er2-Q-1,Q-1,95-50 R,9019,3208,0,6695,11168,0,95,50,false,false,false,false,
1617velv-ak-er2-Q-2,Q-2,22-43 B,6112,4951,0,9180,8539,0,22,43,false,false,false,false,
1617velv-ak-er2-Q-3,Q-3,10-53 B,7388,10991,0,5532,5664,0,10,53,false,false,false,false,
1617velv-ak-er2-Q-4,Q-4,35-25 R,8539,9019,0,9180,6695,0,35,25,false,false,false,false,
1617velv-ak-er2-Q-5,Q-5,21-40 B,10991,6112,0,3208,5664,0,21,40,false,false,false,false,
1617velv-ak-er2-Q-6,Q-6,65-30 R,11168,5532,0,7388,4951,0,65,30,false,false,false,false,
1617velv-ak-er2-Q-7,Q-7,40-70 B,5664,9180,0,6695,3208,0,40,70,false,false,false,false,
1617velv-ak-er2-Q-8,Q-8,55-55 T,8539,10991,0,11168,7388,0,55,55,false,false,false,false,
1617velv-ak-er2-Q-9,Q-9,34-31 R,4951,5532,0,9019,6112,0,34,31,false,false,false,false,
1617velv-ak-er2-Q-10,Q-10,70-30 R,9180,11168,0,10991,5664,0,70,30,false,false,false,false,
1617velv-ak-er2-Q-11,Q-11,25-11 R,9019,6695,0,7388,6112,0,25,11,false,false,false,false,
1617velv-ak-er2-Q-12,Q-12,75-30 R,5532,3208,0,4951,8539,0,75,30,false,false,false,false,
1617velv-ak-er2-Q-13,Q-13,18-105 B,6695,6112,0,11168,10991,0,18,105,false,false,false,false,
1617velv-ak-er2-Q-14,Q-14,30-60 B,5664,8539,0,4951,9019,0,30,60,false,false,false,false,
1617velv-ak-er2-Q-15,Q-15,25-57 B,7388,5532,0,3208,9180,0,25,57,false,false,false,false,
