TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1617velv-akin,3480,FrostByte,1,10,167,130,5,WC,
1617velv-akin,3595,Schrödinger's Hat,2,8,175,90,5,FC,
1617velv-akin,10817,The BOTanosits,3,8,105,90,5,F1,
1617velv-akin,10908,B.E.M.H.E-D-F.D.K.A.S IV,4,6,152,120,5,SC,
1617velv-akin,9019,Nuclear Wolves,5,4,235,85,5,W1,
1617velv-akin,5122,Franklin & Friends,6,4,206,90,5,S1,
1617velv-akin,9703,Intelli-Gents,7,4,181,130,5,SC,
1617velv-akin,10399,,8,4,135,45,5,,
1617velv-akin,9704,Tunnel Snakes,9,4,132,51,5,,
1617velv-akin,3792,SunChasers,10,4,107,46,5,,
1617velv-akin,10616,RoboDidactic,11,4,95,120,5,,
1617velv-akin,10502,Kuskokwim Surf Monsters,12,2,187,90,5,,
1617velv-akin,9702,The Eleventh Hour,13,2,145,65,5,S1,
