TournamentMatchCode,Match,Result,Red1,Red2,Red3,Blue1,Blue2,Blue3,RTot,BTot,R1Sur,R2Sur,B1Sur,B2Sur,
1617velv-ak-di-Q-1,Q-1,20-10 R,5394,5664,0,11168,5247,0,20,10,false,false,false,false,
1617velv-ak-di-Q-2,Q-2,29-0 R,10998,9180,0,6112,10513,0,29,0,false,false,false,false,
1617velv-ak-di-Q-3,Q-3,38-15 R,5530,5532,0,4951,4955,0,38,15,false,false,false,false,
1617velv-ak-di-Q-4,Q-4,60-15 R,8539,10998,0,4539,5247,0,60,15,false,false,false,false,
1617velv-ak-di-Q-5,Q-5,0-30 B,5394,4951,0,6112,5664,0,0,30,false,false,false,false,
1617velv-ak-di-Q-6,Q-6,10-6 R,10513,4539,0,4955,5532,0,10,6,false,false,false,false,
1617velv-ak-di-Q-7,Q-7,52-10 R,5530,8539,0,9180,11168,0,52,10,false,false,false,false,
1617velv-ak-di-Q-8,Q-8,10-30 B,10513,5532,0,5394,5247,0,10,30,false,false,false,false,
1617velv-ak-di-Q-9,Q-9,0-30 B,6112,4955,0,8539,5664,0,0,30,false,false,false,false,
1617velv-ak-di-Q-10,Q-10,20-26 B,11168,4951,0,4539,9180,0,20,26,false,false,false,false,
1617velv-ak-di-Q-11,Q-11,10-50 B,5530,4955,0,10998,5394,0,10,50,false,false,false,false,
1617velv-ak-di-Q-12,Q-12,55-10 R,11168,8539,0,4951,10513,0,55,10,false,false,false,false,
1617velv-ak-di-Q-13,Q-13,10-20 B,5247,6112,0,4539,5530,0,10,20,false,false,false,false,
1617velv-ak-di-Q-14,Q-14,36-25 R,9180,5532,0,10998,5664,0,36,25,false,false,false,false,
1617velv-ak-di-Q-15,Q-15,40-5 R,4955,5247,0,11168,6112,0,40,5,false,false,false,false,
1617velv-ak-di-Q-16,Q-16,50-30 R,5394,5532,0,8539,9180,0,50,30,false,false,false,false,
1617velv-ak-di-Q-17,Q-17,20-25 B,4539,5664,0,5530,10513,0,20,25,false,false,false,false,
1617velv-ak-di-Q-18,Q-18,50-20 R,10998,5247,0,4951,8539,0,50,20,false,true,false,true,
