TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1617velv-aker2,3208,Rocket 4.0,1,10,166,95,5,,
1617velv-aker2,9019,Nuclear Wolves,2,8,147,95,5,,
1617velv-aker2,5532,Techno Wolves,3,8,126,75,5,,
1617velv-aker2,11168,The Quantum Mechanics,4,7,183,105,5,,
1617velv-aker2,9180,Phantom Wolves,5,6,142,70,5,,
1617velv-aker2,8539,Bazinga Bots,6,5,162,55,5,,
1617velv-aker2,6695,FrostTech,7,4,144,70,5,,
1617velv-aker2,4951,Dimondz Nutz and Boltz,8,4,143,60,5,,
1617velv-aker2,5664,Cyber Wolves,9,4,131,53,5,,
1617velv-aker2,10991,Eagles,10,3,134,105,5,,
1617velv-aker2,7388,StarBots,11,1,131,55,5,,
1617velv-aker2,6112,Silver Wolves,12,0,103,31,5,,
