TournamentCode,Num,Name,R,QP,RP,High,MP,Elim,WP,OPR,OPRm,
1617velv-ak-er2,3208,Rocket 4.0,1,10,166,95,5,,1.00,49.3,43.4,
1617velv-ak-er2,9019,Nuclear Wolves,2,8,147,95,5,,0.80,29.8,28.3,
1617velv-ak-er2,5532,Techno Wolves,3,8,126,75,5,,0.80,23.3,24.1,
1617velv-ak-er2,11168,The Quantum Mechanics,4,7,183,105,5,,0.70,53.7,46.7,
1617velv-ak-er2,9180,Phantom Wolves,5,6,142,70,5,,0.60,19.4,20.6,
1617velv-ak-er2,8539,Bazinga Bots,6,5,162,55,5,,0.50,17.0,17.7,
1617velv-ak-er2,6695,FrostTech,7,4,144,70,5,,0.40,6.4,10.7,
1617velv-ak-er2,4951,Dimondz Nutz and Boltz,8,4,143,60,5,,0.40,20.3,19.3,
1617velv-ak-er2,5664,Cyber Wolves,9,4,131,53,5,,0.40,11.4,13.8,
1617velv-ak-er2,10991,Eagles,10,3,134,105,5,,0.30,26.9,25.5,
1617velv-ak-er2,7388,StarBots,11,1,131,55,5,,0.10,0.6,5.1,
1617velv-ak-er2,6112,Silver Wolves,12,0,103,31,5,,0.00,3.8,5.8,
