TournamentMatchCode,Div,MType,MNum,Red1,Red2,Red3,Blue1,Blue2,Blue3,R1DQ,R2DQ,R3DQ,R1YC,R2YC,R3YC,B1DQ,B2DQ,B3DQ,B1YC,B2YC,B3YC,R1Sur,R2Sur,R3Sur,B1Sur,B2Sur,B3Sur,Saved,RABeac,RACap,RACent,RACorn,RA0Pk,RA1Pk,BTBeac,BTCent,BTCorn,RECap,RPMin,RPMaj,RPMinRx,RPMajRx,BABeac,BACap,BACent,BACorn,BA0Pk,BA1Pk,BTBeac,BTCent,BTCorn,BECap,BPMin,BPMaj,BPMinRx,BPMajRx,
1617velv-ak-in-Q-1,1,1,1,10817,3595,0,9704,3792,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,TRUE,1,0,0,1,4,3,0,1,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,
1617velv-ak-in-Q-2,1,1,2,9702,10502,0,5122,10399,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,TRUE,0,0,0,0,2,0,0,0,0,0,0,0,0,TRUE,0,0,4,0,2,1,0,0,0,0,0,0,
1617velv-ak-in-Q-3,1,1,3,10616,10908,0,9703,3480,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,FALSE,0,0,0,0,0,0,0,0,0,0,12,0,1,FALSE,1,0,3,0,4,4,0,2,12,0,0,0,
1617velv-ak-in-Q-4,1,1,4,10399,9702,0,9019,9704,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,FALSE,0,0,0,0,3,1,0,0,0,0,0,0,0,FALSE,2,0,0,0,1,1,0,0,0,0,0,0,
1617velv-ak-in-Q-5,1,1,5,3792,5122,0,10908,3480,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,FALSE,0,0,0,3,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,0,3,4,0,3,0,0,0,0,
1617velv-ak-in-Q-6,1,1,6,3595,9019,0,10502,10616,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,FALSE,2,0,0,0,2,3,0,2,0,0,0,0,0,TRUE,0,0,1,0,2,1,0,0,0,0,0,0,
1617velv-ak-in-Q-7,1,1,7,9703,10399,0,10817,3792,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,TRUE,0,0,0,0,1,0,0,0,0,0,0,0,0,TRUE,0,0,1,0,2,0,0,1,0,0,0,0,
1617velv-ak-in-Q-8,1,1,8,3480,9702,0,10502,3595,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,1,0,0,1,0,0,1,0,TRUE,1,0,1,0,4,0,0,0,0,0,0,0,0,TRUE,1,0,1,0,0,0,0,0,0,0,0,0,
1617velv-ak-in-Q-9,1,1,9,10817,9704,0,10616,5122,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,1,0,0,0,0,0,1,0,TRUE,0,0,0,0,3,0,3,0,0,0,0,0,0,TRUE,0,0,3,0,1,0,0,0,0,0,0,0,
1617velv-ak-in-Q-10,1,1,10,9703,10908,0,9019,9702,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,FALSE,0,0,0,0,4,0,0,1,0,0,0,0,0,FALSE,2,0,0,0,0,2,0,0,0,0,0,0,
1617velv-ak-in-Q-11,1,1,11,3480,10616,0,10817,10399,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,TRUE,2,0,1,0,3,0,0,0,0,0,0,0,0,TRUE,0,0,0,1,1,0,0,0,0,0,0,0,
1617velv-ak-in-Q-12,1,1,12,3792,10908,0,9704,10502,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,FALSE,0,0,0,0,3,0,0,0,0,0,0,0,0,TRUE,0,0,0,0,1,0,1,1,0,0,0,0,
1617velv-ak-in-Q-13,1,1,13,9703,9019,0,5122,3595,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,FALSE,1,0,0,0,3,2,0,2,0,0,0,0,0,TRUE,1,0,1,4,1,1,0,3,0,0,0,0,
1617velv-ak-in-Q-14,1,1,14,10616,10817,0,3792,9702,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,TRUE,0,0,0,0,2,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,2,0,0,0,0,0,0,0,
1617velv-ak-in-Q-15,1,1,15,3480,10502,0,9704,9703,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,1,TRUE,1,0,3,1,0,4,0,1,0,0,0,0,0,FALSE,0,0,0,0,4,0,1,1,0,0,0,0,
1617velv-ak-in-Q-16,1,1,16,5122,10908,0,10399,3595,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,TRUE,0,0,1,0,3,0,0,0,0,0,0,0,0,TRUE,1,0,0,1,0,2,0,1,0,0,0,0,
1617velv-ak-in-Q-17,1,1,17,9019,10502,0,3480,10817,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,TRUE,1,0,0,0,2,2,0,0,0,0,0,0,1,FALSE,0,0,0,0,2,5,0,0,0,0,0,0,
