TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1516resq-gacr,9919,Atomic Bubbles,1,10,261,148,5,SC,
1516resq-gacr,7842,Browncoats,2,10,223,223,5,FC,
1516resq-gacr,4221,Smíða Syndicate,3,9,331,138,5,SC,
1516resq-gacr,9786,Torque Force Robotics,4,8,324,223,5,S1,
1516resq-gacr,7153,Vindicem,5,8,254,148,5,WC,
1516resq-gacr,5195,RoboBears,6,8,201,151,5,,
1516resq-gacr,5979,CyberStingers Blue,7,8,172,150,5,,
1516resq-gacr,6989,404 Team Not Found,8,6,354,104,5,F1,
1516resq-gacr,9785,Cronos,9,6,344,150,5,,
1516resq-gacr,5100,DarBots 2,10,6,283,119,5,S1,
1516resq-gacr,5338,Rogue Raiders,11,6,262,173,5,S2,
1516resq-gacr,6173,"Global Dynamics ""Electric Nerds""",12,6,248,125,5,,
1516resq-gacr,5161,Eaglemaniacs,13,6,243,104,5,,
1516resq-gacr,10537,Brobotix,14,6,235,111,5,,
1516resq-gacr,7673,Dragons and Tiaras,15,6,224,110,5,,
1516resq-gacr,10638,EXE,16,6,154,107,5,,
1516resq-gacr,5177,"Global Dynamics ""Noodle Squad""",17,5,249,94,5,,
1516resq-gacr,5898,Silverfish,18,5,169,70,5,S2,
1516resq-gacr,7373,Eagle Robotics,19,4,379,138,5,,
1516resq-gacr,8433,CyberStingers Green,20,4,323,120,5,F2,
1516resq-gacr,4631,Afterburner,21,4,317,132,5,W1,
1516resq-gacr,5494,Oscar,22,4,235,120,5,,
1516resq-gacr,8875,(Au)tobots,23,4,198,131,5,,
1516resq-gacr,10219,Mt Bethel Christian Academy,24,4,191,71,5,,
1516resq-gacr,7437,L.E.D.,25,4,190,101,5,,
1516resq-gacr,8678,OptiMISS,26,3,281,123,5,W2,
1516resq-gacr,7482,DCepticons,27,2,253,112,5,,
1516resq-gacr,4100,Darbots 1,28,2,224,110,5,,
1516resq-gacr,4232,"Global Dynamics ""Plasma""",29,2,151,104,5,,
1516resq-gacr,22,100 Scholars,30,2,140,75,5,,
1516resq-gacr,5940,Rockin' Robots,31,0,304,126,5,,
1516resq-gacr,525,Success,32,0,198,78,5,,
1516resq-gacr,6988,CyberStingers Gold,33,0,136,54,5,,
