TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1516resq-gapr,7022,Robostangs,1,10,138,71,5,FC,
1516resq-gapr,6047,Twisted Axles,2,8,165,227,5,WC,
1516resq-gapr,9934,Spartans,3,8,145,107,5,SC,
1516resq-gapr,4949,Warriors,4,6,195,98,5,SC,
1516resq-gapr,9833,Fun-gineers,5,6,172,98,5,,
1516resq-gapr,10391,Lynx Robotics,6,6,144,227,5,,
1516resq-gapr,7838,Crimson Typhoon,7,4,153,127,5,S1,
1516resq-gapr,9786,Torque Force Robotics,8,4,151,82,5,F1,
1516resq-gapr,7783,Electric Wave,9,4,138,82,5,S1,
1516resq-gapr,9962,Robo Knights,10,4,124,88,5,,
1516resq-gapr,10034,SFMS TEAM IMPACT,11,4,85,88,5,W1,
1516resq-gapr,8388,Robotic Raptors,12,2,132,44,5,,
1516resq-gapr,6333,4H,13,2,111,71,5,,
1516resq-gapr,6938,Robotics & Programming Guild,14,2,111,49,5,,
