TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1617velv-ncbo,5064,Aperture Science,1,10,225,160,5,WC,
1617velv-ncbo,8498,The Evil Purple Sox,2,10,120,140,5,FC,
1617velv-ncbo,5309,Plan B,3,8,245,105,5,W1,
1617velv-ncbo,8739,I-Bots,4,8,125,115,5,SC,
1617velv-ncbo,10859,RACE,5,6,201,105,5,SC,
1617velv-ncbo,10762,Raging Rhinos,6,6,200,160,5,,
1617velv-ncbo,5881,404 Game Not Over,7,6,141,85,5,,
1617velv-ncbo,8769,Rush Robotics,8,6,115,75,5,,
1617velv-ncbo,668,Art's Legacy,9,4,215,101,5,,
1617velv-ncbo,2901,Purple Gears,10,4,211,90,5,,
1617velv-ncbo,9147,Beyond the Realm of Probabilities,11,4,166,55,5,,
1617velv-ncbo,12138,MAV SCIENTISTS,12,4,162,75,5,,
1617velv-ncbo,11588,Purple Gears Rookie Team,13,4,135,65,5,S1,
1617velv-ncbo,9827,The Narwals,14,4,110,102,5,,
1617velv-ncbo,7300,Guzzoline Robotics,15,2,215,80,5,S1,
1617velv-ncbo,11528,Franklin Academy,16,2,192,65,5,F1,
1617velv-ncbo,5549,Blue Mesa,17,2,185,160,5,,
1617velv-ncbo,7217,Hail Hydraulics,18,2,127,45,5,,
1617velv-ncbo,9991,Duly Noted,19,2,117,60,5,,
