TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1516resq-orcmpd2,4143,Occam's Razor,1,10,579,370,5,FC,
1516resq-orcmpd2,4855,Batteries In Black,2,8,794,370,5,WC,
1516resq-orcmpd2,8949,The Gifted Gears,3,8,588,275,5,SC,
1516resq-orcmpd2,10485,sa-Bot-age,4,8,542,231,5,W1,
1516resq-orcmpd2,7750,M&M's,5,8,477,192,5,SC,
1516resq-orcmpd2,8372,TNT (Trial N Terror),6,6,711,318,5,S1,
1516resq-orcmpd2,6930,Syntax Error 42,7,6,677,363,5,F1,
1516resq-orcmpd2,7875,Men In Green,8,6,660,325,5,S1,
1516resq-orcmpd2,8176,Steelhead,9,6,591,308,5,S2,
1516resq-orcmpd2,7333,Combustible Lemons,10,6,591,231,5,,
1516resq-orcmpd2,7939,The Neon,11,6,286,218,5,,
1516resq-orcmpd2,9774,Nano Ninjas,12,4,690,224,5,S2,
1516resq-orcmpd2,7776,Loose Screws,13,4,679,198,5,F2,
1516resq-orcmpd2,10060,Klamath Coyotes,14,4,670,357,5,W2,
1516resq-orcmpd2,8173,EagleTech,15,4,476,305,5,,
1516resq-orcmpd2,9907,Don't Panic and Always Carry a Towel,16,4,460,213,5,,
1516resq-orcmpd2,6590,Ratchet Robotics,17,4,391,182,5,,
1516resq-orcmpd2,3058,Jury Riggers,18,2,716,197,5,,
1516resq-orcmpd2,9769,Total Chaos,19,2,708,230,5,,
1516resq-orcmpd2,7878,Cougarbots,20,2,540,198,5,,
1516resq-orcmpd2,7474,VWA,21,2,369,143,5,,
1516resq-orcmpd2,750,Gears in Motion,22,0,567,187,5,,
