TournamentMatchCode,Match,Result,Red1,Red2,Red3,Blue1,Blue2,Blue3,RTot,RAuto,RAutoB,RTele,REnd,RPen,BTot,BAuto,BAutoB,BTele,BEnd,BPen,R1Sur,R2Sur,B1Sur,B2Sur,
1617velv-in-e3-Q-1,Q-1,22-65 B,12091,11992,0,12130,11483,0,22,10,0,2,10,0,65,10,0,45,10,0,false,false,false,false,
1617velv-in-e3-Q-2,Q-2,56-160 B,11114,2803,0,8711,9790,0,56,5,0,41,10,0,160,115,0,45,0,0,false,false,false,false,
1617velv-in-e3-Q-3,Q-3,35-65 B,9816,9645,0,9584,8578,0,35,5,0,30,0,0,65,40,0,25,0,0,false,false,false,false,
1617velv-in-e3-Q-4,Q-4,70-105 B,9862,5543,0,12092,11272,0,70,40,0,10,20,0,105,40,0,65,0,0,false,false,false,false,
1617velv-in-e3-Q-5,Q-5,50-71 B,11959,8435,0,8997,12014,0,50,20,0,30,0,0,71,25,0,46,0,0,false,false,false,false,
1617velv-in-e3-Q-6,Q-6,10-35 B,4601,5300,0,4600,6360,0,10,10,0,0,0,0,35,15,0,20,0,0,false,false,false,false,
1617velv-in-e3-Q-7,Q-7,60-20 R,11198,10865,0,9646,12043,0,60,0,0,60,0,0,20,15,0,5,0,0,false,false,false,false,
1617velv-in-e3-Q-8,Q-8,70-55 R,11814,8711,0,8435,11272,0,70,25,0,35,0,10,55,10,0,45,0,0,false,false,false,false,
1617velv-in-e3-Q-9,Q-9,30-77 B,12014,5300,0,12091,2803,0,30,0,0,30,0,0,77,35,0,42,0,0,false,false,false,false,
1617velv-in-e3-Q-10,Q-10,50-105 B,11483,8578,0,9862,11198,0,50,10,0,40,0,0,105,55,0,10,40,0,false,false,false,false,
1617velv-in-e3-Q-11,Q-11,10-45 B,9646,12130,0,4601,9645,0,10,10,0,0,0,0,45,5,0,40,0,0,false,false,false,false,
1617velv-in-e3-Q-12,Q-12,91-15 R,11114,11959,0,5543,9816,0,91,40,0,41,10,0,15,15,0,0,0,0,false,false,false,false,
1617velv-in-e3-Q-13,Q-13,50-35 R,12043,4600,0,11992,8997,0,50,0,0,40,10,0,35,15,0,20,0,0,false,false,false,false,
1617velv-in-e3-Q-14,Q-14,155-325 B,10865,6360,0,12092,9790,0,155,0,0,25,0,130,325,100,0,25,0,200,false,false,false,false,
1617velv-in-e3-Q-15,Q-15,0-45 B,9584,5300,0,11814,11959,0,0,0,0,0,0,0,45,5,0,40,0,0,false,false,false,false,
1617velv-in-e3-Q-16,Q-16,55-26 R,4600,11272,0,12091,9816,0,55,35,0,20,0,0,26,5,0,21,0,0,true,false,true,false,
1617velv-in-e3-Q-17,Q-17,125-15 R,11114,9862,0,9645,11992,0,125,45,0,40,40,0,15,5,0,10,0,0,true,false,false,false,
1617velv-in-e3-Q-18,Q-18,80-125 B,12014,12043,0,9584,9790,0,80,25,0,55,0,0,125,90,0,35,0,0,false,false,false,false,
1617velv-in-e3-Q-19,Q-19,95-45 R,10865,8435,0,5543,8578,0,95,20,0,35,0,40,45,30,0,15,0,0,false,false,false,false,
1617velv-in-e3-Q-20,Q-20,60-45 R,8711,12092,0,11198,12130,0,60,25,0,35,0,0,45,25,0,20,0,0,false,false,false,false,
1617velv-in-e3-Q-21,Q-21,45-20 R,8997,9646,0,11814,6360,0,45,5,0,40,0,0,20,10,0,0,0,10,false,false,false,false,
1617velv-in-e3-Q-22,Q-22,0-285 B,11483,4601,0,2803,11272,0,0,0,0,0,0,0,285,55,0,50,0,180,false,false,false,false,
1617velv-in-e3-Q-23,Q-23,47-15 R,4600,5543,0,9584,8711,0,47,5,0,42,0,0,15,5,0,10,0,0,false,false,false,false,
1617velv-in-e3-Q-24,Q-24,30-120 B,12130,9816,0,12014,10865,0,30,20,0,0,0,10,120,40,0,70,0,10,false,false,false,false,
1617velv-in-e3-Q-25,Q-25,42-100 B,8578,8997,0,9790,5300,0,42,0,0,42,0,0,100,85,0,15,0,0,false,false,false,false,
1617velv-in-e3-Q-26,Q-26,80-145 B,12091,6360,0,9862,12043,0,80,10,0,30,0,40,145,25,0,20,40,60,false,false,false,false,
1617velv-in-e3-Q-27,Q-27,70-115 B,11114,9646,0,11483,8435,0,70,10,0,10,0,50,115,45,0,60,10,0,false,false,false,false,
1617velv-in-e3-Q-28,Q-28,50-70 B,11959,9645,0,2803,12092,0,50,30,0,20,0,0,70,30,0,40,0,0,false,false,false,false,
1617velv-in-e3-Q-29,Q-29,20-135 B,11198,4601,0,11814,11992,0,20,0,0,10,0,10,135,55,0,30,10,40,false,false,false,false,
1617velv-in-e3-Q-30,Q-30,20-46 B,12130,9584,0,11114,8997,0,20,20,0,0,0,0,46,5,0,41,0,0,false,false,false,false,
1617velv-in-e3-Q-31,Q-31,150-76 R,9790,9862,0,4600,11959,0,150,90,0,20,0,40,76,30,0,46,0,0,false,false,false,false,
1617velv-in-e3-Q-32,Q-32,175-0 R,11198,8435,0,9645,5300,0,175,35,0,30,10,100,0,0,0,0,0,0,false,false,false,false,
1617velv-in-e3-Q-33,Q-33,25-35 B,8711,12091,0,10865,4601,0,25,10,0,15,0,0,35,10,0,25,0,0,false,false,false,false,
1617velv-in-e3-Q-34,Q-34,105-45 R,11814,2803,0,9816,12043,0,105,45,0,50,10,0,45,15,0,30,0,0,false,false,false,false,
1617velv-in-e3-Q-35,Q-35,310-25 R,11992,11272,0,9646,8578,0,310,45,0,55,0,210,25,25,0,0,0,0,false,false,false,false,
1617velv-in-e3-Q-36,Q-36,180-5 R,12014,11483,0,5543,6360,0,180,45,0,75,0,60,5,0,0,5,0,0,false,false,false,false,
1617velv-in-e3-Q-37,Q-37,75-30 R,12092,4600,0,12091,11114,0,75,15,0,20,0,40,30,10,0,20,0,0,false,false,false,false,
1617velv-in-e3-SF-1-1,SF-1-1,55-85 B,9790,9862,8711,11272,10865,4600,55,20,0,25,10,0,85,30,0,55,0,0,false,false,false,false,
1617velv-in-e3-SF-2-1,SF-2-1,55-190 B,12092,12014,12091,2803,12043,8997,55,35,0,20,0,0,190,40,0,60,0,90,false,false,false,false,
1617velv-in-e3-SF-1-2,SF-1-2,65-120 B,9790,9862,8711,11272,10865,4600,65,30,0,35,0,0,120,70,0,50,0,0,false,false,false,false,
1617velv-in-e3-SF-2-2,SF-2-2,75-260 B,12092,12014,12091,2803,12043,8997,75,40,0,35,0,0,260,40,0,40,0,180,false,false,false,false,
1617velv-in-e3-F-1,F-1,35-80 B,11272,10865,4600,2803,12043,8997,35,15,0,20,0,0,80,25,0,55,0,0,false,false,false,false,
1617velv-in-e3-F-2,F-2,130-65 R,11272,10865,4600,2803,12043,8997,130,85,0,45,0,0,65,35,0,20,10,0,false,false,false,false,
1617velv-in-e3-F-3,F-3,85-105 B,11272,10865,4600,2803,12043,8997,85,55,0,30,0,0,105,40,0,65,0,0,false,false,false,false,
