TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1617velv-inso,8149,Red Alert: Panic in the Build Room,1,10,157,100,5,SC,
1617velv-inso,9766,Tribe Tech Robotics,2,8,181,95,5,WC,
1617velv-inso,11959,Kernel Panic,3,8,175,100,5,SC,
1617velv-inso,535,Tobor,4,8,165,90,5,FC,
1617velv-inso,9789,TOXIC,5,8,155,105,5,W1,
1617velv-inso,10755,The Technomages,6,8,141,90,5,,
1617velv-inso,8793,Greenwood Robotics,7,8,127,95,5,,
1617velv-inso,9790,Vier Left,8,8,71,100,5,S1,
1617velv-inso,6190,Red Alert CyberStorm,9,8,70,80,5,,
1617velv-inso,3537,The MechaHampsters,10,7,190,90,5,S1,
1617velv-inso,6194,Radical Change,11,6,100,115,5,,
1617velv-inso,8791,Green Machine,12,6,55,115,5,S2,
1617velv-inso,11398,Wired Knights,13,6,41,75,5,F1,
1617velv-inso,10950,PHMS - Geared Gals,14,5,80,40,5,,
1617velv-inso,9864,Shoals Jr/Sr Jugrox,15,4,155,60,5,,
1617velv-inso,8435,KnightBots,16,4,137,105,5,,
1617velv-inso,7234,Cville-ized Botman,17,4,95,85,5,W2,
1617velv-inso,9816,Tigears,18,4,70,80,5,,
1617velv-inso,10126,SFS Stands for Something,19,3,76,80,5,,
1617velv-inso,8971,Diamond Blades,20,2,120,55,5,,
1617velv-inso,8578,Juden-Ki Robotics,21,2,110,40,5,,
1617velv-inso,7790,Tektonic Ninjas,22,2,105,70,5,,
1617velv-inso,10948,PHMS Engineer Pioneers,23,2,105,60,5,,
1617velv-inso,4217,ROAR (Robots On A Rampage),24,2,100,50,5,S2,
1617velv-inso,11262,Patriot Bot,25,2,91,45,5,,
1617velv-inso,10621,North Robotics,26,2,90,35,5,,
1617velv-inso,11329,ICE Robotics,27,2,54,50,5,,
1617velv-inso,10133,Machines of Mayhem,28,1,220,90,5,F2,
