TournamentMatchCode,Match,Result,Red1,Red2,Red3,Blue1,Blue2,Blue3,RTot,BTot,
1617velv-in-nw-Q-1,Q-1,25-85 B,9862,8512,0,4366,8711,0,25,85,
1617velv-in-nw-Q-2,Q-2,10-190 B,8746,5543,0,5501,8272,0,10,190,
1617velv-in-nw-Q-3,Q-3,5-50 B,11992,12230,0,6450,8997,0,5,50,
1617velv-in-nw-Q-4,Q-4,35-65 B,5300,10133,0,11114,11814,0,35,65,
1617velv-in-nw-Q-5,Q-5,27-190 B,12130,12014,0,2803,9790,0,27,190,
1617velv-in-nw-Q-6,Q-6,0-155 B,10253,9611,0,7790,9789,0,0,155,
1617velv-in-nw-Q-7,Q-7,40-40 T,10455,9766,0,11837,4366,0,40,40,
1617velv-in-nw-Q-8,Q-8,10-15 B,12014,12230,0,10133,9862,0,10,15,
1617velv-in-nw-Q-9,Q-9,75-17 R,9611,9790,0,8997,5300,0,75,17,
1617velv-in-nw-Q-10,Q-10,25-100 B,8746,8711,0,6450,9766,0,25,100,
1617velv-in-nw-Q-11,Q-11,1-170 B,10455,12130,0,9789,11814,0,1,170,
1617velv-in-nw-Q-12,Q-12,55-20 R,8272,2803,0,11837,11992,0,55,20,
1617velv-in-nw-Q-13,Q-13,50-145 B,7790,8512,0,11114,5501,0,50,145,
1617velv-in-nw-Q-14,Q-14,10-55 B,10253,9862,0,5543,6450,0,10,55,
1617velv-in-nw-Q-15,Q-15,10-160 B,8272,11814,0,9790,8711,0,10,160,
1617velv-in-nw-Q-16,Q-16,66-90 B,8997,4366,0,8746,12014,0,66,90,
1617velv-in-nw-Q-17,Q-17,40-5 R,12230,2803,0,5300,10253,0,40,5,
1617velv-in-nw-Q-18,Q-18,100-90 R,5543,9789,0,8512,9766,0,100,90,
1617velv-in-nw-Q-19,Q-19,45-35 R,10133,11992,0,10455,7790,0,45,35,
1617velv-in-nw-Q-20,Q-20,125-11 R,5501,9611,0,12130,11837,0,125,11,
1617velv-in-nw-Q-21,Q-21,30-40 B,11114,8711,0,12014,5543,0,30,40,
1617velv-in-nw-Q-22,Q-22,80-40 R,10133,8997,0,8272,10253,0,80,40,
1617velv-in-nw-Q-23,Q-23,3-45 B,12130,7790,0,9766,12230,0,3,45,
1617velv-in-nw-Q-24,Q-24,220-180 R,9789,4366,0,9790,5501,0,220,180,
1617velv-in-nw-Q-25,Q-25,65-0 R,5300,6450,0,8512,11837,0,65,0,
1617velv-in-nw-Q-26,Q-26,16-25 B,11992,11814,0,8746,9611,0,16,25,
1617velv-in-nw-Q-27,Q-27,0-70 B,11114,10455,0,9862,2803,0,0,70,
1617velv-in-nw-Q-28,Q-28,60-0 R,11837,9790,0,7790,5543,0,60,0,
1617velv-in-nw-Q-29,Q-29,50-35 R,8512,8746,0,12130,10133,0,50,35,
1617velv-in-nw-Q-30,Q-30,202-55 R,8997,5501,0,11814,2803,0,202,55,
1617velv-in-nw-Q-31,Q-31,30-90 B,9862,5300,0,8272,9789,0,30,90,
1617velv-in-nw-Q-32,Q-32,65-0 R,12230,8711,0,10455,9611,0,65,0,
1617velv-in-nw-Q-33,Q-33,55-36 R,10253,9766,0,11992,12014,0,55,36,
1617velv-in-nw-Q-34,Q-34,70-20 R,6450,8272,0,4366,11114,0,70,20,
1617velv-in-nw-SF-1-1,SF-1-1,70-65 R,9789,5501,9766,8272,2803,8746,70,65,
1617velv-in-nw-SF-2-1,SF-2-1,40-95 B,6450,8711,8997,9790,10133,12014,40,95,
1617velv-in-nw-SF-1-2,SF-1-2,155-35 R,9789,5501,9766,8272,2803,8746,155,35,
1617velv-in-nw-SF-2-2,SF-2-2,80-115 B,6450,8711,8997,9790,10133,12014,80,115,
1617velv-in-nw-F-1,F-1,130-160 B,9789,5501,9766,9790,10133,12014,130,160,
1617velv-in-nw-F-2,F-2,55-135 B,9789,5501,9766,9790,10133,12014,55,135,
