TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1617velv-himi,7438,Hot Spot Robotics,1,10,245,90,5,,
1617velv-himi,8740,Iobotics,2,10,175,115,5,,
1617velv-himi,7549,Matrix,3,8,205,130,5,,
1617velv-himi,9378,Falcons,4,8,155,115,5,,
1617velv-himi,8741,Iolani,5,6,290,230,5,,
1617velv-himi,11165,O-Bots,6,6,235,130,5,,
1617velv-himi,6109,Punabots,7,6,185,120,5,,
1617velv-himi,8898,Iolani,8,4,225,110,5,,
1617velv-himi,11845,Tiki Techs,9,4,205,230,5,,
1617velv-himi,7548,Velocity,10,4,205,120,5,,
1617velv-himi,11858,bluefish B,11,4,170,90,5,,
1617velv-himi,7160,Blazers,12,4,161,90,5,,
1617velv-himi,11859,bluefish A,13,4,160,90,5,,
1617velv-himi,8925,SASieBots,14,4,141,105,5,,
1617velv-himi,10512,Eagles,15,2,225,60,5,,
1617velv-himi,6176,BuffnBlue3,16,2,185,60,5,,
1617velv-himi,8795,TrojanBots,17,2,161,90,5,,
1617velv-himi,10374,Bulldogs,18,2,136,65,5,,
