TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1516resq-mdba,5916,BoBots,1,10,375,320,5,WC,
1516resq-mdba,7393,electron Volts,2,8,424,163,5,FC,
1516resq-mdba,10382,TEC Tigers,3,8,230,139,5,SC,
1516resq-mdba,8221,CUBIX^3,4,8,227,258,5,W1,
1516resq-mdba,10025,HV4HR,5,7,232,195,5,SC,
1516resq-mdba,7182,Mechanical Paradox,6,6,361,258,5,F1,
1516resq-mdba,7988,hound bots II,7,6,325,144,5,W2,
1516resq-mdba,6390,Falcon 1,8,6,287,308,5,S2,
1516resq-mdba,3113,Some Disassembly Required,9,6,287,242,5,F2,
1516resq-mdba,4318,Green Machine Reloaded,10,6,285,254,5,S1,
1516resq-mdba,10338,Dark Matters,11,6,183,89,5,,
1516resq-mdba,10145,The Hive,12,6,144,257,5,,
1516resq-mdba,8143,Jagged Edge,13,6,133,320,5,S1,
1516resq-mdba,5178,Mech Hawks,14,6,119,308,5,,
1516resq-mdba,9100,Exploding Tacos,15,6,101,100,5,,
1516resq-mdba,8521,Hard-Hitting Hardware Hooligans,16,5,120,144,5,S2,
1516resq-mdba,4234,Weapons of Mass Construction,17,4,242,100,5,,
1516resq-mdba,6266,Steel Stangs,18,4,195,111,5,,
1516resq-mdba,3583,Power Hawks,19,4,182,88,5,,
1516resq-mdba,6262,Mustangs,20,4,110,142,5,,
1516resq-mdba,2897,Grizzl-E,21,2,208,94,5,,
1516resq-mdba,9866,TBD,22,2,203,160,5,,
1516resq-mdba,10930,Worcester Beach Bots,23,2,172,80,5,,
1516resq-mdba,3612,Durae Matres,24,1,312,163,5,,
1516resq-mdba,3796,Talons,25,1,139,56,5,,
1516resq-mdba,7,Emojis,26,0,80,34,5,,
