TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1516resq-mdh1,4452,Wolverines,1,10,194,187,5,SC,
1516resq-mdh1,10719,Termigators,2,8,246,194,5,FC,
1516resq-mdh1,5421,RM'd and Dangerous,3,8,238,271,5,S1,
1516resq-mdh1,10873,Brainstormers,4,8,229,225,5,F1,
1516resq-mdh1,389,The RoboBees,5,8,204,151,5,SC,
1516resq-mdh1,6262,Mustangs,6,8,128,271,5,S1,
1516resq-mdh1,10001,RoboCavs Silver,7,6,251,145,5,WC,
1516resq-mdh1,5233,Vector,8,6,245,225,5,W1,
1516resq-mdh1,4218,Late() Knights,9,6,147,97,5,,
1516resq-mdh1,9957,Robocraft,10,6,127,76,5,,
1516resq-mdh1,3886,Quake,11,6,121,151,5,S2,
1516resq-mdh1,4081,The Droids,12,6,74,77,5,,
1516resq-mdh1,2843,Under The Son,13,4,208,140,5,,
1516resq-mdh1,8395,ARC Systems,14,4,188,128,5,,
1516resq-mdh1,9338,Lightning Coalition Robotics,15,4,174,72,5,W2,
1516resq-mdh1,6264,Giraffe,16,4,128,76,5,,
1516resq-mdh1,7468,Blue Chariots of Fire,17,4,116,78,5,,
1516resq-mdh1,8194,Digi- Gators,18,4,114,76,5,,
1516resq-mdh1,6265,The Scurvy Dogs,19,4,64,34,5,,
1516resq-mdh1,5709,Gators,20,2,171,113,5,F2,
1516resq-mdh1,9530,Gunston Herons,21,2,147,67,5,,
1516resq-mdh1,9450,Falcons FIRST,22,2,122,130,5,S2,
1516resq-mdh1,9866,TBD,23,2,112,50,5,,
1516resq-mdh1,6263,Meta GAME,24,2,109,50,5,,
1516resq-mdh1,4362,Aftershock,25,0,110,43,5,,
