TournamentMatchCode,Match,Result,Red1,Red2,Red3,Blue1,Blue2,Blue3,RTot,BTot,R1Sur,R2Sur,B1Sur,B2Sur,
1617velv-la-cmp-Q-1,Q-1,75-85 B,11526,6448,0,9768,10703,0,75,85,false,false,false,false,
1617velv-la-cmp-Q-2,Q-2,0-205 B,9661,9637,0,11220,10337,0,0,205,false,false,false,false,
1617velv-la-cmp-Q-3,Q-3,40-25 R,11788,11766,0,8960,9223,0,40,25,false,false,false,false,
1617velv-la-cmp-Q-4,Q-4,45-50 B,11200,8956,0,8647,8897,0,45,50,false,false,false,false,
1617velv-la-cmp-Q-5,Q-5,10-65 B,10465,9637,0,9958,11766,0,10,65,false,false,false,false,
1617velv-la-cmp-Q-6,Q-6,195-26 R,10337,9768,0,11788,11200,0,195,26,false,false,false,false,
1617velv-la-cmp-Q-7,Q-7,17-45 B,6448,8960,0,8956,11220,0,17,45,false,false,false,false,
1617velv-la-cmp-Q-8,Q-8,0-50 B,9661,10465,0,8647,11526,0,0,50,false,false,false,false,
1617velv-la-cmp-Q-9,Q-9,40-25 R,9958,10703,0,8897,9223,0,40,25,false,false,false,false,
1617velv-la-cmp-Q-10,Q-10,0-117 B,10465,11766,0,11200,6448,0,0,117,true,false,true,false,
1617velv-la-cmp-Q-11,Q-11,25-55 B,11220,8647,0,11788,10703,0,25,55,false,false,false,false,
1617velv-la-cmp-Q-12,Q-12,55-55 T,8956,11526,0,9958,9637,0,55,55,false,false,false,false,
1617velv-la-cmp-Q-13,Q-13,46-15 R,8897,8960,0,9661,9768,0,46,15,false,false,false,false,
1617velv-la-cmp-Q-14,Q-14,5-159 B,9223,11526,0,10337,11200,0,5,159,false,false,false,false,
1617velv-la-cmp-Q-15,Q-15,40-105 B,11788,8897,0,9637,6448,0,40,105,false,false,false,false,
1617velv-la-cmp-Q-16,Q-16,20-200 B,8960,9958,0,8647,10337,0,20,200,false,false,false,false,
1617velv-la-cmp-Q-17,Q-17,10-45 B,8956,9661,0,11766,10703,0,10,45,false,false,false,false,
1617velv-la-cmp-Q-18,Q-18,0-50 B,9768,9223,0,10465,11220,0,0,50,false,false,false,false,
1617velv-la-cmp-Q-19,Q-19,27-170 B,9958,11200,0,6448,9661,0,27,170,false,false,false,false,
1617velv-la-cmp-Q-20,Q-20,185-20 R,11788,10337,0,10465,8956,0,185,20,false,false,false,false,
1617velv-la-cmp-Q-21,Q-21,40-10 R,8647,9768,0,9223,9637,0,40,10,false,false,false,false,
1617velv-la-cmp-Q-22,Q-22,90-20 R,11766,8897,0,11526,11220,0,90,20,false,false,false,false,
1617velv-la-cmp-Q-23,Q-23,60-50 R,10703,10465,0,8960,11200,0,60,50,false,false,false,false,
1617velv-la-cmp-SF-1-1,SF-1-1,50-110 B,10703,8647,0,6448,9958,0,50,110,false,false,false,false,
1617velv-la-cmp-SF-1-2,SF-1-2,50-55 B,10703,8647,0,6448,9958,0,50,55,false,false,false,false,
1617velv-la-cmp-SF-2-1,SF-2-1,190-50 R,10337,8956,0,11766,11526,0,190,50,false,false,false,false,
1617velv-la-cmp-SF-2-2,SF-2-2,170-10 R,10337,8956,0,11766,11526,0,170,10,false,false,false,false,
1617velv-la-cmp-F-1,F-1,80-190 B,6448,9958,0,10337,8956,0,80,190,false,false,false,false,
1617velv-la-cmp-F-2,F-2,195-150 R,6448,9958,0,10337,8956,0,195,150,false,false,false,false,
1617velv-la-cmp-F-3,F-3,120-205 B,6448,9958,0,10337,8956,0,120,205,false,false,false,false,
