TournamentMatchCode,Match,Result,Red0,Red1,Red2,Blue0,Blue1,Blue2,RTot,BTot,
1617velv-lano-Q-1,Q-1,20-55 B,11220,9223,0,11274,8897,0,20,55,
1617velv-lano-Q-2,Q-2,110-150 B,8960,6448,0,11606,10337,0,110,150,
1617velv-lano-Q-3,Q-3,44-45 B,9637,11788,0,10465,9958,0,44,45,
1617velv-lano-Q-4,Q-4,100-65 R,8956,11526,0,9768,6448,0,100,65,
1617velv-lano-Q-5,Q-5,31-0 R,9223,8960,0,9637,10465,0,31,0,
1617velv-lano-Q-6,Q-6,56-5 R,9768,11788,0,11274,11220,0,56,5,
1617velv-lano-Q-7,Q-7,120-65 R,10337,8956,0,9958,8897,0,120,65,
1617velv-lano-Q-8,Q-8,15-50 B,11606,11220,0,11526,9637,0,15,50,
1617velv-lano-Q-9,Q-9,100-28 R,6448,10337,0,11788,9223,0,100,28,
1617velv-lano-Q-10,Q-10,35-25 R,11274,10465,0,11606,8897,0,35,25,
1617velv-lano-Q-11,Q-11,30-20 R,8960,9958,0,9768,11526,0,30,20,
1617velv-lano-Q-12,Q-12,0-76 B,9223,11606,0,8956,11788,0,0,76,
1617velv-lano-Q-13,Q-13,5-150 B,11274,11526,0,10337,10465,0,5,150,
1617velv-lano-Q-14,Q-14,30-70 B,9768,8897,0,6448,9637,0,30,70,
1617velv-lano-Q-15,Q-15,35-40 B,8956,9958,0,8960,11220,0,35,40,
1617velv-lano-Q-16,Q-16,0-135 B,11606,9768,0,9223,10337,0,0,135,
1617velv-lano-Q-17,Q-17,15-110 B,11274,9637,0,6448,8956,0,15,110,
1617velv-lano-Q-18,Q-18,65-22 R,11788,8897,0,8960,11526,0,65,22,
1617velv-lano-Q-19,Q-19,100-45 R,10465,6448,0,9958,11220,0,100,45,
1617velv-lano-SF-1-1,SF-1-1,125-47 R,10337,6448,0,8960,9637,0,125,47,
1617velv-lano-SF-1-2,SF-1-2,185-47 R,10337,6448,0,8960,9637,0,185,47,
1617velv-lano-F-1,F-1,180-70 R,10337,6448,0,8956,9958,0,180,70,
