TournamentMatchCode,Div,MType,MNum,Red1,Red2,Red3,Blue1,Blue2,Blue3,R1DQ,R2DQ,R3DQ,R1YC,R2YC,R3YC,B1DQ,B2DQ,B3DQ,B1YC,B2YC,B3YC,R1Sur,R2Sur,R3Sur,B1Sur,B2Sur,B3Sur,Saved,RABeac,RACap,RACent,RACorn,RA0Pk,RA1Pk,BTBeac,BTCent,BTCorn,RECap,RPMin,RPMaj,RPMinRx,RPMajRx,BABeac,BACap,BACent,BACorn,BA0Pk,BA1Pk,BTBeac,BTCent,BTCorn,BECap,BPMin,BPMaj,BPMinRx,BPMajRx,
1617velv-mo-q4-Q-1,1,1,1,11203,9328,0,3658,8655,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,0,false,0,0,0,0,0,2,0,0,0,0,0,0,0,false,0,0,0,0,4,0,0,0,0,0,0,0,
1617velv-mo-q4-Q-2,1,1,2,7547,10254,0,10235,8905,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,0,false,0,0,0,0,3,0,0,0,0,0,0,0,0,true,2,0,1,0,1,0,0,0,0,0,0,0,
1617velv-mo-q4-Q-3,1,1,3,8620,3592,0,5734,6285,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,1,true,0,0,1,0,4,0,0,0,0,0,0,0,0,false,1,0,0,0,0,3,0,0,0,0,0,0,
1617velv-mo-q4-Q-4,1,1,4,11191,11021,0,5118,10261,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,0,true,0,0,0,0,4,0,1,0,0,0,0,0,0,true,0,0,1,0,0,0,0,0,0,0,0,0,
1617velv-mo-q4-Q-5,1,1,5,7129,5706,0,8782,4211,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,0,false,0,0,0,0,0,6,0,0,0,0,0,0,0,false,0,0,0,0,3,12,0,0,0,0,0,0,
1617velv-mo-q4-Q-6,1,1,6,6207,7403,0,7951,11897,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,0,false,0,0,0,0,4,5,0,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0,0,0,0,
1617velv-mo-q4-Q-7,1,1,7,7095,5248,0,9612,6453,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,0,true,0,0,1,0,1,0,0,1,0,0,0,0,0,true,0,0,0,0,3,0,0,0,0,0,0,0,
1617velv-mo-q4-Q-8,1,1,8,6215,3740,0,8943,8862,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,0,true,2,0,0,1,0,4,0,2,0,0,0,0,0,false,0,0,0,0,3,0,0,0,0,0,0,0,
1617velv-mo-q4-Q-9,1,1,9,5703,5118,0,11501,10254,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,0,false,0,0,0,0,1,0,0,0,0,0,0,1,0,true,0,0,0,0,3,0,3,0,0,1,0,0,
1617velv-mo-q4-Q-10,1,1,10,7547,10261,0,3592,9328,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,0,true,1,0,1,0,3,2,0,2,0,0,0,0,0,true,0,0,0,0,1,0,0,0,0,0,0,0,
1617velv-mo-q4-Q-11,1,1,11,8655,10235,0,7403,5706,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,0,true,0,0,0,1,1,1,0,0,0,0,0,0,0,false,0,0,0,0,3,0,0,0,0,0,0,0,
1617velv-mo-q4-Q-12,1,1,12,11021,5734,0,9612,11897,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,0,true,0,0,0,0,2,0,1,0,1,0,0,0,0,false,0,0,0,0,2,0,0,0,0,0,1,0,
1617velv-mo-q4-Q-13,1,1,13,11203,4211,0,7095,6215,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,0,true,0,0,0,3,1,9,0,0,0,0,0,0,0,true,1,0,0,0,3,1,0,0,0,0,0,0,
1617velv-mo-q4-Q-14,1,1,14,5703,6453,0,6285,8943,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,3,1,0,0,0,0,0,0,
1617velv-mo-q4-Q-15,1,1,15,11501,7129,0,5248,3740,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,0,false,0,0,0,0,3,7,0,3,0,0,0,0,0,true,1,0,1,0,1,4,0,3,0,0,0,0,
1617velv-mo-q4-Q-16,1,1,16,8782,8905,0,7951,11191,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,0,true,1,0,0,1,3,0,0,0,0,0,0,0,0,true,0,0,1,0,1,0,0,0,0,0,0,0,
1617velv-mo-q4-Q-17,1,1,17,8862,3658,0,6207,8620,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,0,false,0,0,0,0,1,0,0,0,0,0,0,0,0,false,0,0,0,0,3,0,0,0,0,0,0,0,
1617velv-mo-q4-Q-18,1,1,18,10261,11897,0,10254,4211,0,0,0,0,false,false,false,0,0,0,false,false,false,0,0,0,0,0,0,1,0,false,0,0,0,0,0,0,0,0,0,0,0,0,1,false,2,0,0,0,4,9,0,0,0,0,0,0,
